"","X","cow_id","quarter","first_date","first_visit","first_farm","first_order","first_path_1","first_path1_IMI","first_path_2","first_path2_IMI","first_path_3","first_path3_IMI","first_path_4","first_path4_IMI","first_quarter_code","first_isolate_1","first_isolate_2","first_isolate_3","first_isolate_4","first_clinical","first_blind","first_teatinj","first_pstmilking","first_mixed_inf_series","first_dup_not_collected","first_IMI_series","first_hygiene_1","first_hygiene_2","first_cc_1","first_cc_2","first_cc_3","first_scc","first_contam","first_contam_comment","first_uniqueID","second_date","second_visit","second_farm","second_order","second_path_1","second_path1_IMI","second_path_2","second_path2_IMI","second_path_3","second_path3_IMI","second_path_4","second_path4_IMI","second_quarter_code","second_isolate_1","second_isolate_2","second_isolate_3","second_isolate_4","second_clinical","second_blind","second_teatinj","second_pstmilking","second_mixed_inf_series","second_dup_not_collected","second_IMI_series","second_hygiene_1","second_hygiene_2","second_cc_1","second_cc_2","second_cc_3","second_scc","second_contam","second_contam_comment","second_uniqueID","third_date","third_visit","third_farm","third_order","third_path_1","third_path1_IMI","third_path_2","third_path2_IMI","third_path_3","third_path3_IMI","third_path_4","third_path4_IMI","third_quarter_code","third_isolate_1","third_isolate_2","third_isolate_3","third_isolate_4","third_clinical","third_blind","third_teatinj","third_pstmilking","third_mixed_inf_series","third_dup_not_collected","third_IMI_series","third_hygiene_1","third_hygiene_2","third_cc_1","third_cc_2","third_cc_3","third_scc","third_contam","third_contam_comment","third_uniqueID","fourth_date","fourth_visit","fourth_farm","fourth_order","fourth_path_1","fourth_path1_IMI","fourth_path_2","fourth_path2_IMI","fourth_path_3","fourth_path3_IMI","fourth_path_4","fourth_path4_IMI","fourth_quarter_code","fourth_isolate_1","fourth_isolate_2","fourth_isolate_3","fourth_isolate_4","fourth_clinical","fourth_blind","fourth_teatinj","fourth_pstmilking","fourth_mixed_inf_series","fourth_dup_not_collected","fourth_IMI_series","fourth_hygiene_1","fourth_hygiene_2","fourth_cc_1","fourth_cc_2","fourth_cc_3","fourth_scc","fourth_contam","fourth_contam_comment","fourth_uniqueID"
"132",1222,"paige_Swallowdale","LH","12.13.2019","first","Swallowdale","11","gramneg.coli","other12","cns","other12","bacillus","other12","","","12","SW014","SW015","SW016","","","","","","","","no","NA","NA","NA","NA","NA","56000","","","paige_Swallowdale_LH","1.22.2020","second","Swallowdale","7","cns","yes2","","","","","","","2","SW063","","","","","","","","no","","yes","NA","NA","NA","NA","NA","24000","","","paige_Swallowdale_LH","2.28.2020","third","Swallowdale","5","cns","yes2","","","","","","","2","SW095","","","","","","","","no","","yes","NA","NA","NA","NA","NA","120000","","","paige_Swallowdale_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","paige_Swallowdale_LH_fourth"
"133",1224,"paige_Swallowdale","RH","12.13.2019","first","Swallowdale","11","cns","yes2","cns","other18","","","","","2","SW017","SW018","","","","","","","tbd","","yes","NA","NA","NA","NA","NA","55000","","","paige_Swallowdale_RH","1.22.2020","second","Swallowdale","7","cns","yes2","","","","","","","2","SW064","","","","","","","","no","","yes","NA","NA","NA","NA","NA","89000","","","paige_Swallowdale_RH","2.28.2020","third","Swallowdale","5","cns","yes2","","","","","","","2","SW096","","","","","","","","no","","yes","NA","NA","NA","NA","NA","120000","","","paige_Swallowdale_RH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","paige_Swallowdale_RH_fourth"
"134",1232,"panda_vonTrapp","RH","1.6.2020","first","vonTrapp","27","cns","yes2","","","","","","","2","VT028","","","","","","","","no","","yes","NA","NA","NA","NA","NA","860000","","","panda_vonTrapp_RH","2.12.2020","second","vonTrapp","30","cns","yes2","","","","","","","2","VT063","","","","","","","","no","","yes","NA","NA","NA","NA","NA","150000","","","panda_vonTrapp_RH","3.10.2020","third","vonTrapp","29","cns","yes1","","","","","","","1","VT097","","","","","","","","no","","yes","NA","NA","NA","NA","NA","160000","","","panda_vonTrapp_RH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","panda_vonTrapp_RH_fourth"
"135",1237,"pasta_Swallowdale","LF","12.13.2019","first","Swallowdale","21","cns","yes2","","","","","","","2","SW039","","","","","","","","no","","yes","NA","NA","NA","NA","NA","78000","","","pasta_Swallowdale_LF","1.22.2020","second","Swallowdale","20","cns","yes2","","","","","","","2","SW076","","","","","","","","no","","yes","NA","NA","NA","NA","NA","83000","","","pasta_Swallowdale_LF","2.28.2020","third","Swallowdale","4","cns","yes2","","","","","","","2","SW094","","","","","","","","no","","yes","NA","NA","NA","NA","NA","500000","","","pasta_Swallowdale_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","pasta_Swallowdale_LF_fourth"
"136",1243,"patchouli_vonTrapp","RF","1.6.2020","first","vonTrapp","28","","","","","","","","","3","","","","","","","","","","","","NA","NA","NA","NA","NA","4000","","","patchouli_vonTrapp_RF","2.12.2020","second","vonTrapp","27","?","yes2","","","","","","","2","VT057","","","","","","","","no","","yes","NA","NA","NA","NA","NA","72000","","","patchouli_vonTrapp_RF","3.10.2020","third","vonTrapp","23","cns","yes2","","","","","","","2","VT101","","","","","","","","no","","yes","NA","NA","NA","NA","NA","24000","","","patchouli_vonTrapp_RF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","patchouli_vonTrapp_RF_fourth"
"137",1250,"peaches_StonyPond","LH","12.12.2019","first","StonyPond","6","cns","yes2","","","","","","","2","SP011","","","","","","","","no","","yes","NA","NA","NA","NA","NA","192000","","","peaches_StonyPond_LH","1.10.2020","second","StonyPond","1","cns","yes2","","","","","","","2","SP033","","","","","","","","no","","yes","NA","NA","NA","NA","NA","240000","","","peaches_StonyPond_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","peaches_StonyPond_LH_fourth"
"138",1253,"peacock_OughtaBe","LF","1.3.2020","first","OughtaBe","33","cns","yes2","","","","","","","2","OB046","","","","","","","","no","","yes","NA","NA","NA","NA","NA","770000","","","peacock_OughtaBe_LF","2.14.2020","second","OughtaBe","37","cns","yes2","","","","","","","2","OB109","","","","","","","","no","","yes","NA","NA","NA","NA","NA","1400000","","","peacock_OughtaBe_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","peacock_OughtaBe_LF_fourth"
"139",1254,"peacock_OughtaBe","LH","1.3.2020","first","OughtaBe","33","cns","yes2","","","","","","","2","OB045","","","","","","","","no","","yes","NA","NA","NA","NA","NA","240000","","","peacock_OughtaBe_LH","2.14.2020","second","OughtaBe","37","cns","yes2","","","","","","","2","OB108","","","","","","","","no","","yes","NA","NA","NA","NA","NA","580000","","","peacock_OughtaBe_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","peacock_OughtaBe_LH_fourth"
"140",1271,"peonie_OughtaBe","RF","1.3.2020","first","OughtaBe","14","cns","other12","","","","","","","12","OB018","","","","","","","","","","no","NA","NA","NA","NA","NA","54000","","","peonie_OughtaBe_RF","2.14.2020","second","OughtaBe","15","cns","yes2","","","","","","","2","OB073","","","","","","","","","","yes","NA","NA","NA","NA","NA","240000","","","peonie_OughtaBe_RF","3.12.2020","third","OughtaBe","14","cns","yes2","","","","","","","2","OB132","","","","","","","","no","","yes","NA","NA","NA","NA","NA","20000","","","peonie_OughtaBe_RF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","peonie_OughtaBe_RF_fourth"
"141",1274,"petunia_Butterworks","LH","1.2.2020","first","Butterworks","26","cns","yes2","","","","","","","2","BW046","","","","","","","","no","","yes","NA","NA","NA","NA","NA","83000","","","petunia_Butterworks_LH","2.4.2020","second","Butterworks","27","cns","yes2","","","","","","","2","BW099","","","","","","","","no","","yes","NA","NA","NA","NA","NA","99000","","","petunia_Butterworks_LH","3.3.2020","third","Butterworks","29","cns","yes1","","","","","","","1","BW152","","","","","","","","no","","yes","NA","NA","NA","NA","NA","87000","","","petunia_Butterworks_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","petunia_Butterworks_LH_fourth"
"142",1285,"pippa_StonyPond","LF","12.12.2019","first","StonyPond","8","cns","yes2","","","","","","","2","SP013","","","","","","","","no","","yes","NA","NA","NA","NA","NA","1e+05","","","pippa_StonyPond_LF","1.10.2020","second","StonyPond","3","cns","yes2","","","","","","","2","SP037","","","","","","","","no","","yes","NA","NA","NA","NA","NA","500000","","","pippa_StonyPond_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","pippa_StonyPond_LF_fourth"
"143",1297,"pledge_Swallowdale","LF","12.13.2019","first","Swallowdale","1","cns","yes2","","","","","","","2","SW002","","","","","","","","no","","yes","NA","NA","NA","NA","NA","87000","","","pledge_Swallowdale_LF","1.22.2020","second","Swallowdale","32","cns","yes2","","","","","","","2","SW087","","","","","","","","no","","yes","NA","NA","NA","NA","NA","230000","","","pledge_Swallowdale_LF","2.28.2020","third","Swallowdale","11","cns","yes2","","","","","","","2","SW101","","","","","","","","no","","yes","NA","NA","NA","NA","NA","410000","","","pledge_Swallowdale_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","pledge_Swallowdale_LF_fourth"
"144",1299,"pledge_Swallowdale","RF","12.13.2019","first","Swallowdale","1","cns","yes2","","","","","","","2","SW004","","","","","","","","no","","yes","NA","NA","NA","NA","NA","172000","","","pledge_Swallowdale_RF","1.22.2020","second","Swallowdale","32","cns","yes2","","","","","","","2","SW089","","","","","","","","no","","yes","NA","NA","NA","NA","NA","140000","","","pledge_Swallowdale_RF","2.28.2020","third","Swallowdale","11","cns","yes2","","","","","","","2","SW103","","","","","","","","no","","yes","NA","NA","NA","NA","NA","440000","","","pledge_Swallowdale_RF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","pledge_Swallowdale_RF_fourth"
"145",1300,"pledge_Swallowdale","RH","12.13.2019","first","Swallowdale","1","cns","yes2","","","","","","","2","SW003","","","","","","","","no","","yes","NA","NA","NA","NA","NA","59000","","","pledge_Swallowdale_RH","1.22.2020","second","Swallowdale","32","cns","yes2","","","","","","","2","SW088","","","","","","","","no","","yes","NA","NA","NA","NA","NA","84000","","","pledge_Swallowdale_RH","2.28.2020","third","Swallowdale","11","cns","yes2","","","","","","","2","SW102","","","","","","","","no","","yes","NA","NA","NA","NA","NA","180000","","","pledge_Swallowdale_RH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","pledge_Swallowdale_RH_fourth"
"146",1301,"pomme_Butterworks","LF","1.2.2020","first","Butterworks","6","cns","other12","corynebac","other12","","","","","12","BW006","BW009","","","","","","","","","no","NA","NA","NA","NA","NA","61000","","","pomme_Butterworks_LF","2.4.2020","second","Butterworks","5","cns","yes1","","","","","","","1","BW074","","","","","","","","no","","yes","NA","NA","NA","NA","NA","40000","","","pomme_Butterworks_LF","3.3.2020","third","Butterworks","4","cns","yes2","","","","","","","2","BW120","","","","","","","","no","","yes","NA","NA","NA","NA","NA","9000","","","pomme_Butterworks_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","pomme_Butterworks_LF_fourth"
"147",1305,"quantum_Swallowdale","LF","12.13.2019","first","Swallowdale","14","cns","yes2","","","","","","","2","SW026","","","","","","","","no","","yes","NA","NA","NA","NA","NA","15000","","","quantum_Swallowdale_LF","1.22.2020","second","Swallowdale","15","cns","yes2","","","","","","","2","SW074","","","","","","","","no","","yes","NA","NA","NA","NA","NA","52000","","","quantum_Swallowdale_LF","2.28.2020","third","Swallowdale","3","cns","yes2","","","","","","","2","SW093","","","","","","","yes","no","","yes","NA","NA","NA","NA","NA","480000","","","quantum_Swallowdale_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","quantum_Swallowdale_LF_fourth"
"148",1311,"rabbit_OughtaBe","RF","1.3.2020","first","OughtaBe","7","cns","yes2","","","","","","","2","OB004","","","","","","","","no","","yes","NA","NA","NA","NA","NA","3e+05","","","rabbit_OughtaBe_RF","2.14.2020","second","OughtaBe","5","cns","yes1","","","","","","","1","OB061","","","","","","","","no","","yes","NA","NA","NA","NA","NA","300000","","","rabbit_OughtaBe_RF","3.12.2020","third","OughtaBe","1","cns","yes2","","","","","","","2","OB110","","","","","","","","no","","yes","NA","NA","NA","NA","NA","28000","","","rabbit_OughtaBe_RF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","rabbit_OughtaBe_RF_fourth"
"149",1314,"racer_OughtaBe","LH","1.3.2020","first","OughtaBe","11","cns","yes2","","","","","","","2","OB014","","","","","","","","no","","yes","NA","NA","NA","NA","NA","370000","","","racer_OughtaBe_LH","2.14.2020","second","OughtaBe","13","cns","yes2","","","","","","","2","OB069","","","","","","","","no","","yes","NA","NA","NA","NA","NA","630000","","","racer_OughtaBe_LH","3.12.2020","third","OughtaBe","13","cns","yes2","","","","","","","2","OB129","","","","","","","","no","","yes","NA","NA","NA","NA","NA","250000","","","racer_OughtaBe_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","racer_OughtaBe_LH_fourth"
"150",1315,"racer_OughtaBe","RF","1.3.2020","first","OughtaBe","11","cns","yes2","","","","","","","2","OB015","","","","","","","","no","","yes","NA","NA","NA","NA","NA","250000","","","racer_OughtaBe_RF","2.14.2020","second","OughtaBe","13","cns","yes2","","","","","","","2","OB070","","","","","","","","no","","yes","NA","NA","NA","NA","NA","150000","","","racer_OughtaBe_RF","3.12.2020","third","OughtaBe","13","cns","yes2","","","","","","","2","OB130","","","","","","","","no","","yes","NA","NA","NA","NA","NA","40000","","","racer_OughtaBe_RF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","racer_OughtaBe_RF_fourth"
"151",1317,"rashida_StonyPond","LF","12.12.2019","first","StonyPond","22","cns","yes2","","","","","","","2","SP027","","","","","","","","no","","yes","NA","NA","NA","NA","NA","2496000","","","rashida_StonyPond_LF","1.10.2020","second","StonyPond","20","cns","yes2","","","","","","","2","SP055","","","","","","","","no","","yes","NA","NA","NA","NA","NA","3100000","","","rashida_StonyPond_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","rashida_StonyPond_LF_fourth"
"152",1318,"rashida_StonyPond","LH","12.12.2019","first","StonyPond","22","cns","yes2","","","","","","","2","SP026","","","","","","","","no","","yes","NA","NA","NA","NA","NA","310000","","","rashida_StonyPond_LH","1.10.2020","second","StonyPond","20","cns","yes2","","","","","","","2","SP054","","","","","","","","no","","yes","NA","NA","NA","NA","NA","690000","","","rashida_StonyPond_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","rashida_StonyPond_LH_fourth"
"153",1319,"rashida_StonyPond","RF","12.12.2019","first","StonyPond","22","cns","yes2","","","","","","","2","SP029","","","","","","","","no","","yes","NA","NA","NA","NA","NA","1120000","","","rashida_StonyPond_RF","1.10.2020","second","StonyPond","20","cns","yes2","","","","","","","2","SP057","","","","","","","","no","","yes","NA","NA","NA","NA","NA","1300000","","","rashida_StonyPond_RF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","rashida_StonyPond_RF_fourth"
"154",1320,"rashida_StonyPond","RH","12.12.2019","first","StonyPond","22","cns","yes2","","","","","","","2","SP028","","","","","","","","no","","yes","NA","NA","NA","NA","NA","349000","","","rashida_StonyPond_RH","1.10.2020","second","StonyPond","20","cns","yes2","","","","","","","2","SP056","","","","","","","","no","","yes","NA","NA","NA","NA","NA","370000","","","rashida_StonyPond_RH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","rashida_StonyPond_RH_fourth"
"155",1327,"rhubarb_Butterworks","RF","1.2.2020","first","Butterworks","13","cns","yes2","","","","","","","2","BW014","","","","","","","","no","","yes","NA","NA","NA","NA","NA","73000","","","rhubarb_Butterworks_RF","2.4.2020","second","Butterworks","11","cns","yes2","","","","","","","2","BW080","","","","","","","","no","","yes","NA","NA","NA","NA","NA","72000","","","rhubarb_Butterworks_RF","3.3.2020","third","Butterworks","11","cns","yes2","","","","","","","2","BW127","","","","","","","","no","","yes","NA","NA","NA","NA","NA","15000","","","rhubarb_Butterworks_RF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","rhubarb_Butterworks_RF_fourth"
"156",1331,"riley_StonyPond","RF","12.12.2019","first","StonyPond","7","cns","yes2","","","","","","","2","SP012","","","","","","","","no","","yes","NA","NA","NA","NA","NA","163000","","","riley_StonyPond_RF","1.10.2020","second","StonyPond","12","cns","yes2","","","","","","","2","SP044","","","","","","","","no","","yes","NA","NA","NA","NA","NA","250000","","","riley_StonyPond_RF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","riley_StonyPond_RF_fourth"
"157",1349,"saige313_Paddlebridge","LF","1.17.2020","first","Paddlebridge","27","cns","yes2","","","","","","","2","PB019","","","","","","","","no","","yes","NA","NA","NA","NA","NA","570000","","","saige313_Paddlebridge_LF","2.21.2020","second","Paddlebridge","33","cns","yes2","","","","","","","2","PB056","","","","","","","","no","","yes","NA","NA","NA","NA","NA","480000","","","saige313_Paddlebridge_LF","3.20.2020","third","Paddlebridge","33","cns","yes2","","","","","","","2","PB098","","","","","","","","no","","yes","NA","NA","NA","NA","NA","320000","","","saige313_Paddlebridge_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","saige313_Paddlebridge_LF_fourth"
"158",1352,"saige313_Paddlebridge","RH","1.17.2020","first","Paddlebridge","27","cns","yes2","","","","","","","2","PB020","","","","","","","","no","","yes","NA","NA","NA","NA","NA","3e+06","","","saige313_Paddlebridge_RH","2.21.2020","second","Paddlebridge","33","cns","yes2","","","","","","","2","PB057","","","","","","","","no","","yes","NA","NA","NA","NA","NA","530000","","","saige313_Paddlebridge_RH","3.20.2020","third","Paddlebridge","33","cns","yes2","","","","","","","2","PB099","","","","","","","","no","","yes","NA","NA","NA","NA","NA","250000","","","saige313_Paddlebridge_RH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","saige313_Paddlebridge_RH_fourth"
"159",1364,"sapphire338_Paddlebridge","RH","1.17.2020","first","Paddlebridge","28","cns","yes2","","","","","","","2","PB021","","","","","","","","no","","yes","NA","NA","NA","NA","NA","260000","","","sapphire338_Paddlebridge_RH","2.21.2020","second","Paddlebridge","24","cns","yes2","","","","","","","2","PB047","","","","","","","","no","","yes","NA","NA","NA","NA","NA","81000","","","sapphire338_Paddlebridge_RH","3.20.2020","third","Paddlebridge","21","cns","yes2","","","","","","","2","PB076","","","","","","","","no","","yes","NA","NA","NA","NA","NA","140000","","","sapphire338_Paddlebridge_RH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","sapphire338_Paddlebridge_RH_fourth"
"160",1368,"scrapie278_Paddlebridge","RH","1.17.2020","first","Paddlebridge","29","","","","","","","","","19","","","","","","","","","","","","NA","NA","NA","NA","NA","220000","","","scrapie278_Paddlebridge_RH","2.21.2020","second","Paddlebridge","27","cns","yes2","","","","","","","2","PB052","","","","","","","","no","","yes","NA","NA","NA","NA","NA","210000","","","scrapie278_Paddlebridge_RH","3.20.2020","third","Paddlebridge","32","cns","yes2","","","","","","","2","PB096","","","","","","","","no","","yes","NA","NA","NA","NA","NA","86000","","","scrapie278_Paddlebridge_RH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","scrapie278_Paddlebridge_RH_fourth"
"161",1384,"shiela375_Paddlebridge","RH","1.17.2020","first","Paddlebridge","24","cns","yes1","","","","","","","1","PB016","","","","","","","","no","","yes","NA","NA","NA","NA","NA","440000","","","shiela375_Paddlebridge_RH","2.21.2020","second","Paddlebridge","23","cns","yes2","","","","","","","2","PB044","","","","","","","","no","","yes","NA","NA","NA","NA","NA","3100000","","","shiela375_Paddlebridge_RH","3.20.2020","third","Paddlebridge","24","cns","yes2","","","","","","","2","PB083","","","","","","","","no","","yes","NA","NA","NA","NA","NA","78000","","","shiela375_Paddlebridge_RH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","shiela375_Paddlebridge_RH_fourth"
"162",1395,"snowball_Butterworks","RF","1.2.2020","first","Butterworks","12","cns","yes2","","","","","","","2","BW013","","","","","","","","no","","yes","NA","NA","NA","NA","NA","160000","","","snowball_Butterworks_RF","2.4.2020","second","Butterworks","12","cns","yes2","","","","","","","2","BW070","","","","","","","","no","","yes","NA","NA","NA","NA","NA","130000","","","snowball_Butterworks_RF","3.3.2020","third","Butterworks","12","cns","yes1","cns","other18","","","","","2","BW130","BW131","","","","","","","no","","yes","NA","NA","NA","NA","NA","34000","","","snowball_Butterworks_RF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","snowball_Butterworks_RF_fourth"
"163",1396,"snowball_Butterworks","RH","1.2.2020","first","Butterworks","12","cns","yes2","","","","","","","2","BW012","","","","","","","","no","","yes","NA","NA","NA","NA","NA","5e+05","","","snowball_Butterworks_RH","2.4.2020","second","Butterworks","12","cns","yes2","cns","other18","","","","","2","BW082","BW083","","","","","","","tbd","","yes","NA","NA","NA","NA","NA","480000","","","snowball_Butterworks_RH","3.3.2020","third","Butterworks","12","cns","yes2","","","","","","","2","BW129","","","","","","","","no","","yes","NA","NA","NA","NA","NA","110000","","","snowball_Butterworks_RH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","snowball_Butterworks_RH_fourth"
"164",1409,"spice_OughtaBe","LF","1.3.2020","first","OughtaBe","23","cns","yes2","","","","","","","2","OB032","","","","","","","","no","","yes","NA","NA","NA","NA","NA","9e+05","","","spice_OughtaBe_LF","2.14.2020","second","OughtaBe","21","cns","yes2","","","","","","","2","OB085","","","","","","","","no","","yes","NA","NA","NA","NA","NA","960000","","","spice_OughtaBe_LF","3.12.2020","third","OughtaBe","21","cns","yes2","","","","","","","2","OB145","","","","","","","","no","","yes","NA","NA","NA","NA","NA","63000","","","spice_OughtaBe_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","spice_OughtaBe_LF_fourth"
