"","date","visit","farm","order","cow_id","quarter","path_1","path1_IMI","path_2","path2_IMI","path_3","path3_IMI","path_4","path4_IMI","quarter_code","isolate_1","isolate_2","isolate_3","isolate_4","clinical","blind","teatinj","pstmilking","mixed_inf_series","dup_not_collected","IMI_series","hygiene_1","hygiene_2","cc_1","cc_2","cc_3","scc","contam","contam_comment","uniqueID","scc_div_100k","ls","ls_no_neg","scc_200k","cause_path"
"103","12.17.2019","first","BJ",31,"755","RF","cns","yes2","","","","",NA,NA,2,"BJ022","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",5000,NA,NA,"755_RF_first",0.05,-1.321928095,0,"no","cns"
"104","2.12.2020","second","vonTrapp",31,"imogene","LF","cns","yes2","","","","",NA,NA,2,"VT060","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",5000,NA,NA,"imogene_LF_second",0.05,-1.321928095,0,"no","cns"
"105","12.19.2019","first","Lynd",17,"atlantic","RH","cns","yes2","","","","",NA,NA,2,"LF023","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",5000,NA,NA,"atlantic_RH_first",0.05,-1.321928095,0,"no","cns"
"106","1.3.2020","first","OughtaBe",26,"whinnie","LF","","","","","","",NA,NA,5,"OB035","","",NA,"",NA,"","","",NA,"no","NA","NA","NA","NA","NA",6000,NA,NA,"whinnie_LF_first",0.06,-1.058893689,0,"no",""
"107","12.19.2019","first","Lynd",11,"jitterbug","LH","cns","yes2","","","","",NA,NA,2,"LF013","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",6000,NA,NA,"jitterbug_LH_first",0.06,-1.058893689,0,"no","cns"
"108","3.19.2020","third","Glennview",3,"172","RF","cns","yes2","","","","",NA,NA,2,"GV104","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",7000,NA,NA,"172_RF_third",0.07,-0.836501268,0,"no","cns"
"109","2.21.2020","second","Paddlebridge",23,"shiela375","LH","cns","yes2","","","","",NA,NA,2,"PB043","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",7000,NA,NA,"shiela375_LH_second",0.07,-0.836501268,0,"no","cns"
"110","3.20.2020","third","Paddlebridge",34,"farrah363","RF","cns","yes2","","","","",NA,NA,2,"PB101","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",7000,NA,NA,"farrah363_RF_third",0.07,-0.836501268,0,"no","cns"
"111","12.17.2019","first","BJ",20,"763","RF","cns","yes2","","","","",NA,NA,2,"BJ017","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",7000,NA,NA,"763_RF_first",0.07,-0.836501268,0,"no","cns"
"112","3.10.2020","third","vonTrapp",25,"ardetta","LH","cns","yes2","","","","",NA,NA,2,"VT093","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",7000,NA,NA,"ardetta_LH_third",0.07,-0.836501268,0,"no","cns"
"113","12.19.2019","first","Lynd",15,"amarillo","LF","cns","yes2","","","","",NA,NA,2,"LF020","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",7000,NA,NA,"amarillo_LF_first",0.07,-0.836501268,0,"no","cns"
"114","3.12.2020","third","OughtaBe",6,"korny","RH","cns","yes2","","","","",NA,NA,2,"OB116","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",8000,NA,NA,"korny_RH_third",0.08,-0.64385619,0,"no","cns"
"115","1.29.2020","second","BJ",13,"693","LH","cns","yes2","","","","",NA,NA,2,"BJ042","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",8000,NA,NA,"693_LH_second",0.08,-0.64385619,0,"no","cns"
"116","2.12.2020","second","vonTrapp",3,"lena","RF","cns","yes2","","","","",NA,NA,2,"VT036","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",8000,NA,NA,"lena_RF_second",0.08,-0.64385619,0,"no","cns"
"117","3.10.2020","third","vonTrapp",7,"matilda","RH","cns","yes2","","","","",NA,NA,2,"VT073","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",8000,NA,NA,"matilda_RH_third",0.08,-0.64385619,0,"no","cns"
"118","3.3.2020","third","Butterworks",4,"pomme","LF","cns","yes2","","","","",NA,NA,2,"BW120","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",9000,NA,NA,"pomme_LF_third",0.09,-0.473931188,0,"no","cns"
"119","12.17.2019","first","BJ",31,"755","RH","cns","yes2","","","","",NA,NA,2,"BJ021","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",9000,NA,NA,"755_RH_first",0.09,-0.473931188,0,"no","cns"
"120","2.19.2020","second","Glennview",27,"169","LF","cns","yes1","","","","",NA,NA,1,"GV085","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",10000,NA,NA,"169_LF_second",0.1,-0.321928095,0,"no","cns"
"121","2.14.2020","second","OughtaBe",2,"aloha","RH","cns","yes1","","","","",NA,NA,1,"OB057","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",10000,NA,NA,"aloha_RH_second",0.1,-0.321928095,0,"no","cns"
"122","2.26.2020","third","BJ",21,"733","LH","cns","yes2","","","","",NA,NA,2,"BJ071","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",10000,NA,NA,"733_LH_third",0.1,-0.321928095,0,"no","cns"
"123","3.3.2020","third","Butterworks",10,"wildcucumber","LH","cns","yes2","","","","",NA,NA,2,"BW126","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",11000,NA,NA,"wildcucumber_LH_third",0.11,-0.184424571,0,"no","cns"
"124","12.13.2019","first","Swallowdale",31,"jewel","LH","cns","yes2","","","","",NA,NA,2,"SW050","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",11000,NA,NA,"jewel_LH_first",0.11,-0.184424571,0,"no","cns"
"125","12.11.2019","first","Choiniere",16,"9","LH","cns","yes2","","","","",NA,NA,2,"CF031","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",11000,NA,NA,"9_LH_first",0.11,-0.184424571,0,"no","cns"
"126","3.19.2020","third","Glennview",12,"79","RF","cns","yes29","","","","",NA,NA,29,"GV121","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",11000,NA,NA,"79_RF_third",0.11,-0.184424571,0,"no","cns"
"127","3.12.2020","third","OughtaBe",33,"tiktoe","RF","cns","yes2","","","","",NA,NA,2,"OB163","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",12000,NA,NA,"tiktoe_RF_third",0.12,-0.058893689,0,"no","cns"
"128","3.20.2020","third","Paddlebridge",27,"guana362","LH","cns","yes2","","","","",NA,NA,2,"PB090","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",12000,NA,NA,"guana362_LH_third",0.12,-0.058893689,0,"no","cns"
"129","2.4.2020","second","Butterworks",9,"wildcucumber","LH","cns","yes21","","","","",NA,NA,21,"BW079","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",13000,NA,NA,"wildcucumber_LH_second",0.13,0.056583528,0.0566,"no","cns"
"130","3.12.2020","third","OughtaBe",6,"korny","RF","cns","yes2","","","","",NA,NA,2,"OB117","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",13000,NA,NA,"korny_RF_third",0.13,0.056583528,0.0566,"no","cns"
"131","3.12.2020","third","OughtaBe",17,"kooper","LF","cns","yes2","","","","",NA,NA,2,"OB136","","",NA,"",NA,"","","",NA,"yes","NA","NA","NA","NA","NA",13000,NA,NA,"kooper_LF_third",0.13,0.056583528,0.0566,"no","cns"
"132","2.26.2020","third","BJ",15,"693","LH","cns","yes1","","","","",NA,NA,1,"BJ065","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",13000,NA,NA,"693_LH_third",0.13,0.056583528,0.0566,"no","cns"
"133","1.6.2020","first","vonTrapp",24,"hyacinth","RH","cns","yes2","","","","",NA,NA,2,"VT026","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",13000,NA,NA,"hyacinth_RH_first",0.13,0.056583528,0.0566,"no","cns"
"134","3.3.2020","third","Butterworks",11,"rhubarb","RF","cns","yes2","","","","",NA,NA,2,"BW127","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",15000,NA,NA,"rhubarb_RF_third",0.15,0.263034406,0.263,"no","cns"
"135","12.13.2019","first","Swallowdale",14,"quantum","LF","cns","yes2","","","","",NA,NA,2,"SW026","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",15000,NA,NA,"quantum_LF_first",0.15,0.263034406,0.263,"no","cns"
"136","12.12.2019","first","StonyPond",2,"zag","LF","cns","yes2","","","","",NA,NA,2,"SP002","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",15000,NA,NA,"zag_LF_first",0.15,0.263034406,0.263,"no","cns"
"137","12.17.2019","first","BJ",5,"cb5","LF","cns","yes2","","","","",NA,NA,2,"BJ005","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",15000,NA,NA,"cb5_LF_first",0.15,0.263034406,0.263,"no","cns"
"138","2.26.2020","third","BJ",31,"cb3","RH","cns","yes2","","","","",NA,NA,2,"BJ077","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",15000,NA,NA,"cb3_RH_third",0.15,0.263034406,0.263,"no","cns"
"139","12.19.2019","first","Lynd",13,"kowabunga","LF","cns","yes2","","","","",NA,NA,2,"LF016","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",15000,NA,NA,"kowabunga_LF_first",0.15,0.263034406,0.263,"no","cns"
"140","3.3.2020","third","Butterworks",9,"blackberry","LH","cns","yes1","","","","",NA,NA,1,"BW125","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",16000,NA,NA,"blackberry_LH_third",0.16,0.35614381,0.3561,"no","cns"
"141","12.13.2019","first","Swallowdale",35,"maisie","RH","cns","yes1","","","","",NA,NA,1,"SW053","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",16000,NA,NA,"maisie_RH_first",0.16,0.35614381,0.3561,"no","cns"
"142","1.21.2020","second","Choiniere",6,"54","LH","cns","yes2","","","","",NA,NA,2,"CF087","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",18000,NA,NA,"54_LH_second",0.18,0.526068812,0.5261,"no","cns"
"143","2.26.2020","third","BJ",23,"708","RH","cns","yes1","","","","",NA,NA,1,"BJ075","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",18000,NA,NA,"708_RH_third",0.18,0.526068812,0.5261,"no","cns"
"144","1.30.2020","second","Lynd",11,"leap","RF","cns","yes2","","","","",NA,NA,2,"LF060","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",18000,NA,NA,"leap_RF_second",0.18,0.526068812,0.5261,"no","cns"
"145","1.2.2020","first","Butterworks",8,"wildcucumber","LH","cns","yes2","","","","",NA,NA,2,"BW010","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",19000,NA,NA,"wildcucumber_LH_first",0.19,0.604071324,0.6041,"no","cns"
"146","3.12.2020","third","OughtaBe",33,"tiktoe","LH","cns","yes2","","","","",NA,NA,2,"OB160","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",19000,NA,NA,"tiktoe_LH_third",0.19,0.604071324,0.6041,"no","cns"
"147","3.12.2020","third","OughtaBe",7,"grape","RH","cns","yes2","","","","",NA,NA,2,"OB119","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",20000,NA,NA,"grape_RH_third",0.2,0.678071905,0.6781,"no","cns"
"148","3.12.2020","third","OughtaBe",14,"peonie","RF","cns","yes2","","","","",NA,NA,2,"OB132","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",20000,NA,NA,"peonie_RF_third",0.2,0.678071905,0.6781,"no","cns"
"149","3.12.2020","third","OughtaBe",33,"tiktoe","LF","cns","yes2","","","","",NA,NA,2,"OB161","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",20000,NA,NA,"tiktoe_LF_third",0.2,0.678071905,0.6781,"no","cns"
"150","12.19.2019","first","Lynd",12,"lilac","RH","cns","yes2","","","","",NA,NA,2,"LF015","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",20000,NA,NA,"lilac_RH_first",0.2,0.678071905,0.6781,"no","cns"
"151","1.30.2020","second","Lynd",28,"lilac","RH","cns","yes2","","","","",NA,NA,2,"LF079","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",21000,NA,NA,"lilac_RH_second",0.21,0.748461233,0.7485,"no","cns"
"152","1.14.2020","first","Glennview",33,"79","RF","cns","yes1","","","","",NA,NA,1,"GV046","","",NA,"",NA,"","","",NA,"yes","NA","NA","NA","NA","NA",22000,NA,NA,"79_RF_first",0.22,0.815575429,0.8156,"no","cns"
"153","1.14.2020","first","Glennview",35,"205","RH","cns","yes2","","","","",NA,NA,2,"GV048","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",22000,NA,NA,"205_RH_first",0.22,0.815575429,0.8156,"no","cns"
"154","3.12.2020","third","OughtaBe",32,"penny","LF","cns","yes1","","","","",NA,NA,1,"OB159","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",22000,NA,NA,"penny_LF_third",0.22,0.815575429,0.8156,"no","cns"
"155","1.29.2020","second","BJ",11,"739","LH","cns","yes2","","","","",NA,NA,2,"BJ040","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",23000,NA,NA,"739_LH_second",0.23,0.879705766,0.8797,"no","cns"
"156","12.13.2019","first","Swallowdale",30,"cassia","RH","cns","yes2","","","","",NA,NA,2,"SW049","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",24000,NA,NA,"cassia_RH_first",0.24,0.941106311,0.9411,"no","cns"
"157","1.22.2020","second","Swallowdale",7,"paige","LH","cns","yes2","","","","",NA,NA,2,"SW063","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",24000,NA,NA,"paige_LH_second",0.24,0.941106311,0.9411,"no","cns"
"158","1.17.2020","first","Paddlebridge",33,"annabeth2","LH","cns","yes2","","","","",NA,NA,2,"PB028","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",24000,NA,NA,"annabeth2_LH_first",0.24,0.941106311,0.9411,"no","cns"
"159","3.10.2020","third","vonTrapp",3,"leopard","LF","cns","yes2","","","","",NA,NA,2,"VT066","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",24000,NA,NA,"leopard_LF_third",0.24,0.941106311,0.9411,"no","cns"
"160","3.10.2020","third","vonTrapp",23,"patchouli","RF","cns","yes2","","","","",NA,NA,2,"VT101","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",24000,NA,NA,"patchouli_RF_third",0.24,0.941106311,0.9411,"no","cns"
"161","3.10.2020","third","vonTrapp",7,"matilda","RF","cns","yes2","","","","",NA,NA,2,"VT074","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",25000,NA,NA,"matilda_RF_third",0.25,1,1,"no","cns"
"162","3.10.2020","third","vonTrapp",17,"tilly","LH","cns","yes2","","","","",NA,NA,2,"VT083","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",25000,NA,NA,"tilly_LH_third",0.25,1,1,"no","cns"
"163","2.21.2020","second","Paddlebridge",22,"marney382","LH","cns","yes2","","","","",NA,NA,2,"PB041","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",26000,NA,NA,"marney382_LH_second",0.26,1.056583528,1.0566,"no","cns"
"164","3.20.2020","third","Paddlebridge",23,"vida6","LF","cns","yes2","","","","",NA,NA,2,"PB082","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",26000,NA,NA,"vida6_LF_third",0.26,1.056583528,1.0566,"no","cns"
"165","3.10.2020","third","vonTrapp",35,"lucha","LF","cns","yes2","","","","",NA,NA,2,"VT099","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",26000,NA,NA,"lucha_LF_third",0.26,1.056583528,1.0566,"no","cns"
"166","1.30.2020","second","Lynd",6,"life","LF","cns","yes2","","","","",NA,NA,2,"LF054","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",27000,NA,NA,"life_LF_second",0.27,1.111031312,1.111,"no","cns"
"167","3.12.2020","third","OughtaBe",1,"rabbit","RF","cns","yes2","","","","",NA,NA,2,"OB110","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",28000,NA,NA,"rabbit_RF_third",0.28,1.163498732,1.1635,"no","cns"
"168","3.12.2020","third","OughtaBe",6,"korny","LF","cns","yes2","","","","",NA,NA,2,"OB115","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",28000,NA,NA,"korny_LF_third",0.28,1.163498732,1.1635,"no","cns"
"169","3.12.2020","third","OughtaBe",7,"grape","LF","cns","yes2","","","","",NA,NA,2,"OB118","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",28000,NA,NA,"grape_LF_third",0.28,1.163498732,1.1635,"no","cns"
"170","3.20.2020","third","Paddlebridge",15,"farrent31","RH","cns","yes2","","","","",NA,NA,2,"PB072","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",28000,NA,NA,"farrent31_RH_third",0.28,1.163498732,1.1635,"no","cns"
"171","3.12.2020","third","OughtaBe",16,"kandykorn","LF","cns","yes2","","","","",NA,NA,2,"OB134","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",29000,NA,NA,"kandykorn_LF_third",0.29,1.214124805,1.2141,"no","cns"
"172","2.26.2020","third","BJ",5,"cb5","LF","cns","yes2","","","","",NA,NA,2,"BJ055","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",29000,NA,NA,"cb5_LF_third",0.29,1.214124805,1.2141,"no","cns"
"173","1.6.2020","first","vonTrapp",15,"ursala","LH","cns","yes2","","","","",NA,NA,2,"VT016","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",29000,NA,NA,"ursala_LH_first",0.29,1.214124805,1.2141,"no","cns"
"174","1.6.2020","first","vonTrapp",22,"irene","LF","cns","yes2","","","","",NA,NA,2,"VT022","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",29000,NA,NA,"irene_LF_first",0.29,1.214124805,1.2141,"no","cns"
"175","3.10.2020","third","vonTrapp",3,"leopard","RF","cns","yes2","","","","",NA,NA,2,"VT067","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",29000,NA,NA,"leopard_RF_third",0.29,1.214124805,1.2141,"no","cns"
"176","3.19.2020","third","Glennview",13,"93","LF","cns","yes29","","","","",NA,NA,29,"GV124","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",30000,NA,NA,"93_LF_third",0.3,1.263034406,1.263,"no","cns"
"177","2.28.2020","third","Swallowdale",25,"jewel","LH","cns","yes1","","","","",NA,NA,1,"SW122","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",33000,NA,NA,"jewel_LH_third",0.33,1.40053793,1.4005,"no","cns"
"178","2.14.2020","second","OughtaBe",33,"tiktoe","LF","cns","yes2","","","","",NA,NA,2,"OB098","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",33000,NA,NA,"tiktoe_LF_second",0.33,1.40053793,1.4005,"no","cns"
"179","12.19.2019","first","Lynd",30,"khakibeige","LF","cns","yes2","","","","",NA,NA,2,"LF036","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",33000,NA,NA,"khakibeige_LF_first",0.33,1.40053793,1.4005,"no","cns"
"180","1.21.2020","second","Choiniere",34,"56","LF","cns","yes2","","","","",NA,NA,2,"CF131","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",34000,NA,NA,"56_LF_second",0.34,1.443606651,1.4436,"no","cns"
"181","1.3.2020","first","OughtaBe",23,"spice","LH","cns","yes2","","","","",NA,NA,2,"OB031","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",34000,NA,NA,"spice_LH_first",0.34,1.443606651,1.4436,"no","cns"
"182","1.29.2020","second","BJ",6,"cb5","LF","cns","yes2","","","","",NA,NA,2,"BJ031","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",35000,NA,NA,"cb5_LF_second",0.35,1.485426827,1.4854,"no","cns"
"183","1.6.2020","first","vonTrapp",23,"lilac","RH","cns","yes2","","","","",NA,NA,2,"VT025","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",35000,NA,NA,"lilac_RH_first",0.35,1.485426827,1.4854,"no","cns"
"184","12.13.2019","first","Swallowdale",8,"cambric","LH","cns","yes2","","","","",NA,NA,2,"SW010","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",36000,NA,NA,"cambric_LH_first",0.36,1.526068812,1.5261,"no","cns"
"185","1.17.2020","first","Paddlebridge",19,"farrent31","RH","cns","yes2","","","","",NA,NA,2,"PB014","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",36000,NA,NA,"farrent31_RH_first",0.36,1.526068812,1.5261,"no","cns"
"186","12.17.2019","first","BJ",8,"739","LH","cns","yes2","","","","",NA,NA,2,"BJ009","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",36000,NA,NA,"739_LH_first",0.36,1.526068812,1.5261,"no","cns"
"187","12.19.2019","first","Lynd",10,"licorice","LH","cns","yes2","","","","",NA,NA,2,"LF011","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",36000,NA,NA,"licorice_LH_first",0.36,1.526068812,1.5261,"no","cns"
"188","2.17.2020","third","Choiniere",34,"52","RH","cns","yes2","","","","",NA,NA,2,"CF180","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",37000,NA,NA,"52_RH_third",0.37,1.565597176,1.5656,"no","cns"
"189","12.19.2019","first","Lynd",3,"life","LF","cns","yes2","","","","",NA,NA,2,"LF003","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",37000,NA,NA,"life_LF_first",0.37,1.565597176,1.5656,"no","cns"
"190","3.5.2020","third","Lynd",17,"lilac","RH","cns","yes2","","","","",NA,NA,2,"LF111","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",38000,NA,NA,"lilac_RH_third",0.38,1.604071324,1.6041,"no","cns"
"191","3.16.2020","fourth","Choiniere",32,"69","RH","cns","yes2","","","","",NA,NA,2,"CF235","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",39000,NA,NA,"69_RH_fourth",0.39,1.641546029,1.6415,"no","cns"
"192","2.4.2020","second","Butterworks",5,"pomme","LF","cns","yes1","","","","",NA,NA,1,"BW074","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",40000,NA,NA,"pomme_LF_second",0.4,1.678071905,1.6781,"no","cns"
"193","12.11.2019","first","Choiniere",30,"869","RH","cns","yes2","","","","",NA,NA,2,"CF056","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",40000,NA,NA,"69_RH_first",0.4,1.678071905,1.6781,"no","cns"
"194","2.19.2020","second","Glennview",32,"199","LH","cns","yes2","","","","",NA,NA,2,"GV091","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",40000,NA,NA,"199_LH_second",0.4,1.678071905,1.6781,"no","cns"
"195","3.12.2020","third","OughtaBe",13,"racer","RF","cns","yes2","","","","",NA,NA,2,"OB130","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",40000,NA,NA,"racer_RF_third",0.4,1.678071905,1.6781,"no","cns"
"196","12.19.2019","first","Lynd",11,"jitterbug","RH","cns","yes2","","","","",NA,NA,2,"LF014","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",40000,NA,NA,"jitterbug_RH_first",0.4,1.678071905,1.6781,"no","cns"
"197","2.17.2020","third","Choiniere",14,"12","RF","cns","yes2","","","","",NA,NA,2,"CF153","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",42000,NA,NA,"12_RF_third",0.42,1.748461233,1.7485,"no","cns"
"198","1.29.2020","second","BJ",19,"733","LF","cns","yes2","","","","",NA,NA,2,"BJ044","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",42000,NA,NA,"733_LF_second",0.42,1.748461233,1.7485,"no","cns"
"199","1.6.2020","first","vonTrapp",7,"matilda","RF","cns","yes2","","","","",NA,NA,2,"VT008","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",42000,NA,NA,"matilda_RF_first",0.42,1.748461233,1.7485,"no","cns"
"200","2.12.2020","second","vonTrapp",13,"clara","RF","cns","yes2","","","","",NA,NA,2,"VT045","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",42000,NA,NA,"clara_RF_second",0.42,1.748461233,1.7485,"no","cns"
"201","1.2.2020","first","Butterworks",19,"manzana","RF","cns","yes2","","","","",NA,NA,2,"BW032","","",NA,"",NA,"","","no",NA,"yes","NA","NA","NA","NA","NA",43000,NA,NA,"manzana_RF_first",0.43,1.782408565,1.7824,"no","cns"
