"","cow_id","quarter","first_date","first_visit","first_farm","first_order","first_path_1","first_path1_IMI","first_path_2","first_path2_IMI","first_path_3","first_path3_IMI","first_path_4","first_path4_IMI","first_quarter_code","first_isolate_1","first_isolate_2","first_isolate_3","first_isolate_4","first_clinical","first_blind","first_teatinj","first_pstmilking","first_mixed_inf_series","first_dup_not_collected","first_IMI_series","first_hygiene_1","first_hygiene_2","first_cc_1","first_cc_2","first_cc_3","first_scc","first_scc_200k","first_contam","first_contam_comment","first_uniqueID","second_date","second_visit","second_farm","second_order","second_path_1","second_path1_IMI","second_path_2","second_path2_IMI","second_path_3","second_path3_IMI","second_path_4","second_path4_IMI","second_quarter_code","second_isolate_1","second_isolate_2","second_isolate_3","second_isolate_4","second_clinical","second_blind","second_teatinj","second_pstmilking","second_mixed_inf_series","second_dup_not_collected","second_IMI_series","second_hygiene_1","second_hygiene_2","second_cc_1","second_cc_2","second_cc_3","second_scc","second_scc_200k","second_contam","second_contam_comment","second_uniqueID","third_date","third_visit","third_farm","third_order","third_path_1","third_path1_IMI","third_path_2","third_path2_IMI","third_path_3","third_path3_IMI","third_path_4","third_path4_IMI","third_quarter_code","third_isolate_1","third_isolate_2","third_isolate_3","third_isolate_4","third_clinical","third_blind","third_teatinj","third_pstmilking","third_mixed_inf_series","third_dup_not_collected","third_IMI_series","third_hygiene_1","third_hygiene_2","third_cc_1","third_cc_2","third_cc_3","third_scc","third_scc_200k","third_contam","third_contam_comment","third_uniqueID","fourth_date","fourth_visit","fourth_farm","fourth_order","fourth_path_1","fourth_path1_IMI","fourth_path_2","fourth_path2_IMI","fourth_path_3","fourth_path3_IMI","fourth_path_4","fourth_path4_IMI","fourth_quarter_code","fourth_isolate_1","fourth_isolate_2","fourth_isolate_3","fourth_isolate_4","fourth_clinical","fourth_blind","fourth_teatinj","fourth_pstmilking","fourth_mixed_inf_series","fourth_dup_not_collected","fourth_IMI_series","fourth_hygiene_1","fourth_hygiene_2","fourth_cc_1","fourth_cc_2","fourth_cc_3","fourth_scc","fourth_scc_200k","fourth_contam","fourth_contam_comment","fourth_uniqueID"
"126","avocado_Butterworks","RH","1.2.2020","first","Butterworks","22","cns","yes2","","","","","","","2","BW039","","","","","","","","no","","yes","NA","NA","NA","NA","NA",78000,"no","","","avocado_Butterworks_RH","2.4.2020","second","Butterworks","21","cns","yes2","","","","","","","2","BW093","","","","","","","","no","","yes","NA","NA","NA","NA","NA",1300000,"yes","","","avocado_Butterworks_RH","3.3.2020","third","Butterworks","21","cns","yes2","","","","","","","2","BW142","","","","","","","","no","","yes","NA","NA","NA","NA","NA",3e+05,"yes","","","avocado_Butterworks_RH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","avocado_Butterworks_RH_fourth"
"127","chaloopa_Lynd","RH","12.19.2019","first","Lynd","9","cns","yes2","","","","","","","2","LF010","","","","","","","","no","","yes","NA","NA","NA","NA","NA",169000,"no","","","chaloopa_Lynd_RH","1.30.2020","second","Lynd","16","cns","yes2","","","","","","","2","LF067","","","","","","","","no","","yes","NA","NA","NA","NA","NA",1e+05,"no","","","chaloopa_Lynd_RH","3.5.2020","third","Lynd","3","cns","yes2","","","","","","","2","LF094","","","","","","","","no","","yes","NA","NA","NA","NA","NA",320000,"yes","","","chaloopa_Lynd_RH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","chaloopa_Lynd_RH_fourth"
"128","saige313_Paddlebridge","LF","1.17.2020","first","Paddlebridge","27","cns","yes2","","","","","","","2","PB019","","","","","","","","no","","yes","NA","NA","NA","NA","NA",570000,"yes","","","saige313_Paddlebridge_LF","2.21.2020","second","Paddlebridge","33","cns","yes2","","","","","","","2","PB056","","","","","","","","no","","yes","NA","NA","NA","NA","NA",480000,"yes","","","saige313_Paddlebridge_LF","3.20.2020","third","Paddlebridge","33","cns","yes2","","","","","","","2","PB098","","","","","","","","no","","yes","NA","NA","NA","NA","NA",320000,"yes","","","saige313_Paddlebridge_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","saige313_Paddlebridge_LF_fourth"
"129","zsazsa_Lynd","RH","12.19.2019","first","Lynd","34","strep","yes2","","","","","","","2","LF039","","","","","","","","no","","yes","NA","NA","NA","NA","NA",146000,"no","","","zsazsa_Lynd_RH","1.30.2020","second","Lynd","10","strep","yes2","","","","","","","2","LF059","","","","","","","","no","","yes","NA","NA","NA","NA","NA",380000,"yes","","","zsazsa_Lynd_RH","3.5.2020","third","Lynd","12","strep","yes2","","","","","","","2","LF102","","","","","","","","no","","yes","NA","NA","NA","NA","NA",350000,"yes","","","zsazsa_Lynd_RH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","zsazsa_Lynd_RH_fourth"
"130","denver_Swallowdale","LF","12.13.2019","first","Swallowdale","12","cns","yes27","strep","yes27","","","","","27","SW019","SW020","","","","","","","yes","","yes","NA","NA","NA","NA","NA",153000,"no","","","denver_Swallowdale_LF","1.22.2020","second","Swallowdale","29","cns","yes27","strep","yes27","","","","","27","SW082","SW083","","","","","","","yes","","yes","NA","NA","NA","NA","NA",160000,"no","","","denver_Swallowdale_LF","2.28.2020","third","Swallowdale","29","strep","yes27","cns","yes27","","","","","27","SW123","SW124","","","","","","","yes","","yes","NA","NA","NA","NA","NA",380000,"yes","","","denver_Swallowdale_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","denver_Swallowdale_LF_fourth"
"131","93_Glennview","RH","1.14.2020","first","Glennview","20","corynebac","yes27","strep","yes27","","","","","27","GV031","GV032","","","","","","","yes","","yes","NA","NA","NA","NA","NA",190000,"no","","","93_Glennview_RH","2.19.2020","second","Glennview","36","strep","yes27","cns","yes27","","","","","27","GV099","GV100","","","","","","","yes","","yes","NA","NA","NA","NA","NA",3900000,"yes","","","93_Glennview_RH","3.19.2020","third","Glennview","13","strep","yes27","corynebac","yes27","","","","","27","GV125","GV126","","","","","","","no","","yes","NA","NA","NA","NA","NA",380000,"yes","","","93_Glennview_RH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","93_Glennview_RH_fourth"
"132","pledge_Swallowdale","LF","12.13.2019","first","Swallowdale","1","cns","yes2","","","","","","","2","SW002","","","","","","","","no","","yes","NA","NA","NA","NA","NA",87000,"no","","","pledge_Swallowdale_LF","1.22.2020","second","Swallowdale","32","cns","yes2","","","","","","","2","SW087","","","","","","","","no","","yes","NA","NA","NA","NA","NA",230000,"yes","","","pledge_Swallowdale_LF","2.28.2020","third","Swallowdale","11","cns","yes2","","","","","","","2","SW101","","","","","","","","no","","yes","NA","NA","NA","NA","NA",410000,"yes","","","pledge_Swallowdale_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","pledge_Swallowdale_LF_fourth"
"133","alf_OughtaBe","RF","1.3.2020","first","OughtaBe","24","cns","yes2","","","","","","","2","OB033","","","","","","","","no","","yes","NA","NA","NA","NA","NA",450000,"yes","","","alf_OughtaBe_RF","2.14.2020","second","OughtaBe","24","cns","yes2","","","","","","","2","OB091","","","","","","","","no","","yes","NA","NA","NA","NA","NA",1e+06,"yes","","","alf_OughtaBe_RF","3.12.2020","third","OughtaBe","22","cns","yes2","","","","","","","2","OB148","","","","","","","","no","","yes","NA","NA","NA","NA","NA",410000,"yes","","","alf_OughtaBe_RF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","alf_OughtaBe_RF_fourth"
"134","clara_vonTrapp","RH","1.6.2020","first","vonTrapp","9","cns","yes2","","","","","","","2","VT009","","","","","","","","no","","yes","NA","NA","NA","NA","NA",290000,"yes","","","clara_vonTrapp_RH","2.12.2020","second","vonTrapp","13","cns","yes2","","","","","","","2","VT044","","","","","","","","no","","yes","NA","NA","NA","NA","NA",160000,"no","","","clara_vonTrapp_RH","3.10.2020","third","vonTrapp","13","cns","yes2","","","","","","","2","VT078","","","","","","","","no","","yes","NA","NA","NA","NA","NA",420000,"yes","","","clara_vonTrapp_RH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","clara_vonTrapp_RH_fourth"
"135","pledge_Swallowdale","RF","12.13.2019","first","Swallowdale","1","cns","yes2","","","","","","","2","SW004","","","","","","","","no","","yes","NA","NA","NA","NA","NA",172000,"no","","","pledge_Swallowdale_RF","1.22.2020","second","Swallowdale","32","cns","yes2","","","","","","","2","SW089","","","","","","","","no","","yes","NA","NA","NA","NA","NA",140000,"no","","","pledge_Swallowdale_RF","2.28.2020","third","Swallowdale","11","cns","yes2","","","","","","","2","SW103","","","","","","","","no","","yes","NA","NA","NA","NA","NA",440000,"yes","","","pledge_Swallowdale_RF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","pledge_Swallowdale_RF_fourth"
"136","quantum_Swallowdale","LF","12.13.2019","first","Swallowdale","14","cns","yes2","","","","","","","2","SW026","","","","","","","","no","","yes","NA","NA","NA","NA","NA",15000,"no","","","quantum_Swallowdale_LF","1.22.2020","second","Swallowdale","15","cns","yes2","","","","","","","2","SW074","","","","","","","","no","","yes","NA","NA","NA","NA","NA",52000,"no","","","quantum_Swallowdale_LF","2.28.2020","third","Swallowdale","3","cns","yes2","","","","","","","2","SW093","","","","","","","yes","no","","yes","NA","NA","NA","NA","NA",480000,"yes","","","quantum_Swallowdale_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","quantum_Swallowdale_LF_fourth"
"137","pasta_Swallowdale","LF","12.13.2019","first","Swallowdale","21","cns","yes2","","","","","","","2","SW039","","","","","","","","no","","yes","NA","NA","NA","NA","NA",78000,"no","","","pasta_Swallowdale_LF","1.22.2020","second","Swallowdale","20","cns","yes2","","","","","","","2","SW076","","","","","","","","no","","yes","NA","NA","NA","NA","NA",83000,"no","","","pasta_Swallowdale_LF","2.28.2020","third","Swallowdale","4","cns","yes2","","","","","","","2","SW094","","","","","","","","no","","yes","NA","NA","NA","NA","NA",5e+05,"yes","","","pasta_Swallowdale_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","pasta_Swallowdale_LF_fourth"
"138","martina_Lynd","LH","12.19.2019","first","Lynd","35","cns","yes2","","","","","","","2","LF040","","","","","","","","no","","yes","NA","NA","NA","NA","NA",168000,"no","","","martina_Lynd_LH","1.30.2020","second","Lynd","33","cns","yes1","","","","","","","1","LF085","","","","","","","","no","","yes","NA","NA","NA","NA","NA",6e+05,"yes","","","martina_Lynd_LH","3.5.2020","third","Lynd","16","cns","yes2","","","","","","","2","LF110","","","","","","","","no","","yes","NA","NA","NA","NA","NA",5e+05,"yes","","","martina_Lynd_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","martina_Lynd_LH_fourth"
"139","farrah363_Paddlebridge","LF","1.17.2020","first","Paddlebridge","32","cns","yes2","","","","","","","2","PB026","","","","","","","","no","","yes","NA","NA","NA","NA","NA",73000,"no","","","farrah363_Paddlebridge_LF","2.21.2020","second","Paddlebridge","35","cns","yes2","","","","","","","2","PB060","","","","","","","","no","","yes","NA","NA","NA","NA","NA",47000,"no","","","farrah363_Paddlebridge_LF","3.20.2020","third","Paddlebridge","34","cns","yes2","","","","","","","2","PB100","","","","","","","","no","","yes","NA","NA","NA","NA","NA",540000,"yes","","","farrah363_Paddlebridge_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","farrah363_Paddlebridge_LF_fourth"
"140","nellie_Butterworks","RH","1.2.2020","first","Butterworks","24","cns","yes2","","","","","","","2","BW044","","","","","","","","no","","yes","NA","NA","NA","NA","NA",160000,"no","","","nellie_Butterworks_RH","2.4.2020","second","Butterworks","24","cns","yes29","","","","","","","29","BW097","","","","","","","","no","","yes","NA","NA","NA","NA","NA",740000,"yes","","","nellie_Butterworks_RH","3.3.2020","third","Butterworks","25","cns","yes2","","","","","","","2","BW145","","","","","","","","no","","yes","NA","NA","NA","NA","NA",730000,"yes","","","nellie_Butterworks_RH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","nellie_Butterworks_RH_fourth"
"141","cassia_Swallowdale","RH","12.13.2019","first","Swallowdale","30","cns","yes2","","","","","","","2","SW049","","","","","","","","no","","yes","NA","NA","NA","NA","NA",24000,"no","","","cassia_Swallowdale_RH","1.22.2020","second","Swallowdale","31","cns","yes2","","","","","","","2","SW086","","","","","","","","no","","yes","NA","NA","NA","NA","NA",1300000,"yes","","","cassia_Swallowdale_RH","2.28.2020","third","Swallowdale","34","cns","yes1","","","","","","","1","SW133","","","","","","","","no","","yes","NA","NA","NA","NA","NA",750000,"yes","","","cassia_Swallowdale_RH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","cassia_Swallowdale_RH_fourth"
"142","lilac_Butterworks","RH","1.2.2020","first","Butterworks","32","sa","yes2","","","","","","","2","BW062","","","","","","","","no","","yes","NA","NA","NA","NA","NA",3700000,"yes","","","lilac_Butterworks_RH","2.4.2020","second","Butterworks","32","sa","yes2","","","","","","","2","BW107","","","","","","","","no","","yes","NA","NA","NA","NA","NA",6800000,"yes","","","lilac_Butterworks_RH","3.3.2020","third","Butterworks","35","sa","yes2","","","","","","","2","BW162","","","","","","","","no","","yes","NA","NA","NA","NA","NA",810000,"yes","","","lilac_Butterworks_RH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","lilac_Butterworks_RH_fourth"
"143","cassia_Swallowdale","LH","12.13.2019","first","Swallowdale","30","cns","yes2","","","","","","","2","SW048","","","","","","","","no","","yes","NA","NA","NA","NA","NA",51000,"no","","","cassia_Swallowdale_LH","1.22.2020","second","Swallowdale","31","cns","yes2","","","","","","","2","SW085","","","","","","","","no","","yes","NA","NA","NA","NA","NA",220000,"yes","","","cassia_Swallowdale_LH","2.28.2020","third","Swallowdale","34","cns","yes1","","","","","","","1","SW132","","","","","","","","no","","yes","NA","NA","NA","NA","NA",1e+06,"yes","","","cassia_Swallowdale_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","cassia_Swallowdale_LH_fourth"
"144","manzana_Butterworks","LF","1.2.2020","first","Butterworks","19","sa","yes2","","","","","","","2","BW030","","","","","","","","no","","yes","NA","NA","NA","NA","NA",630000,"yes","","","manzana_Butterworks_LF","2.4.2020","second","Butterworks","20","sa","yes2","","","","","","","2","BW090","","","","","","","","no","","yes","NA","NA","NA","NA","NA",610000,"yes","","","manzana_Butterworks_LF","3.3.2020","third","Butterworks","20","sa","yes2","","","","","","","2","BW138","","","","","","","","no","","yes","NA","NA","NA","NA","NA",1e+06,"yes","","","manzana_Butterworks_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","manzana_Butterworks_LF_fourth"
"145","annabelle27_Paddlebridge","RF","1.17.2020","first","Paddlebridge","10","sa","yes2","","","","","","","2","PB004","","","","","","","","no","","yes","NA","NA","NA","NA","NA",230000,"yes","","","annabelle27_Paddlebridge_RF","2.21.2020","second","Paddlebridge","5","sa","yes2","","","","","","","2","PB029","","","","","","","","no","","yes","NA","NA","NA","NA","NA",720000,"yes","","","annabelle27_Paddlebridge_RF","3.20.2020","third","Paddlebridge","8","sa","yes2","","","","","","","2","PB068","","","","","","","","no","","yes","NA","NA","NA","NA","NA",1e+06,"yes","","","annabelle27_Paddlebridge_RF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","annabelle27_Paddlebridge_RF_fourth"
"146","peace_Butterworks","LF","1.2.2020","first","Butterworks","28","sa","yes2","","","","","","","2","BW051","","","","","","","","no","","yes","NA","NA","NA","NA","NA",350000,"yes","","","peace_Butterworks_LF","2.4.2020","second","Butterworks","29","sa","yes2","sa","other18","","","","","2","BW102","BW103","","","","","","","no","","yes","NA","NA","NA","NA","NA",2e+06,"yes","","","peace_Butterworks_LF","3.3.2020","third","Butterworks","28","sa","yes2","","","","","","","2","BW151","","","","","","","","no","","yes","NA","NA","NA","NA","NA",1e+06,"yes","","","peace_Butterworks_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","peace_Butterworks_LF_fourth"
"147","585_BJ","RF","12.17.2019","first","BJ","2","cns","yes1","","","","","","","1","BJ002","","","","","","","","no","","yes","NA","NA","NA","NA","NA",697000,"yes","","","585_BJ_RF","1.29.2020","second","BJ","3","cns","yes2","","","","","","","2","BJ029","","","","","","","","no","","yes","NA","NA","NA","NA","NA",940000,"yes","","","585_BJ_RF","2.26.2020","third","BJ","6","cns","yes2","","","","","","","2","BJ056","","","","","","","","no","","yes","NA","NA","NA","NA","NA",1500000,"yes","","","585_BJ_RF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","585_BJ_RF_fourth"
"148","minerva34_Paddlebridge","RF","1.17.2020","first","Paddlebridge","14","cns","yes2","","","","","","","2","PB007","","","","","","","","no","","yes","NA","NA","NA","NA","NA",130000,"no","","","minerva34_Paddlebridge_RF","2.21.2020","second","Paddlebridge","13","cns","yes2","","","","","","","2","PB034","","","","","","","","no","","yes","NA","NA","NA","NA","NA",95000,"no","","","minerva34_Paddlebridge_RF","3.20.2020","third","Paddlebridge","10","cns","yes2","","","","","","","2","PB069","","","","","","","","no","","yes","NA","NA","NA","NA","NA",1600000,"yes","","","minerva34_Paddlebridge_RF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","minerva34_Paddlebridge_RF_fourth"
"149","43_Glennview","LH","1.14.2020","first","Glennview","28","strep","yes1","","","","","","","1","GV040","","","","","","","","no","","yes","NA","NA","NA","NA","NA",4400000,"yes","","","43_Glennview_LH","2.19.2020","second","Glennview","24","strep","yes2","","","","","","","2","GV082","","","","","","","","no","","yes","NA","NA","NA","NA","NA",770000,"yes","","","43_Glennview_LH","3.19.2020","third","Glennview","25","strep","yes2","","","","","","","2","GV139","","","","","","","","no","","yes","NA","NA","NA","NA","NA",1600000,"yes","","","43_Glennview_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","43_Glennview_LH_fourth"
"150","656_BJ","LH","12.17.2019","first","BJ","6","strep","yes2","","","","","","","2","BJ007","","","","","","","","no","","yes","NA","NA","NA","NA","NA",799000,"yes","","","656_BJ_LH","1.29.2020","second","BJ","2","strep","yes27","sa","yes27","","","","","27","BJ027","BJ028","","","","","","","yes","","yes","NA","NA","NA","NA","NA",810000,"yes","","","656_BJ_LH","2.26.2020","third","BJ","3","sa","yes27","strep","yes27","","","","","27","BJ051","BJ052","","","","","","","yes","","yes","NA","NA","NA","NA","NA",1600000,"yes","","","656_BJ_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","656_BJ_LH_fourth"
"151","abigail_vonTrapp","LH","1.6.2020","first","vonTrapp","19","strep","yes2","","","","","","","2","VT017","","","","","","","","no","","yes","NA","NA","NA","NA","NA",1e+06,"yes","","","abigail_vonTrapp_LH","2.12.2020","second","vonTrapp","15","strep","yes2","","","","","","","2","VT047","","","","","","","","no","","yes","NA","NA","NA","NA","NA",2400000,"yes","","","abigail_vonTrapp_LH","3.10.2020","third","vonTrapp","15","strep","yes2","","","","","","","2","VT080","","","","","","","","no","","yes","NA","NA","NA","NA","NA",1700000,"yes","","","abigail_vonTrapp_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","abigail_vonTrapp_LH_fourth"
"152","731_BJ","LF","12.17.2019","first","BJ","19","cns","yes2","","","","","","","2","BJ016","","","","","","","","no","","yes","NA","NA","NA","NA","NA",1739000,"yes","","","731_BJ_LF","1.29.2020","second","BJ","15","cns","yes2","","","","","","","2","BJ043","","","","","","","","no","","yes","NA","NA","NA","NA","NA",140000,"no","","","731_BJ_LF","2.26.2020","third","BJ","16","cns","yes2","","","","","","","2","BJ069","","","","","","","","no","","yes","NA","NA","NA","NA","NA",2e+06,"yes","","","731_BJ_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","731_BJ_LF_fourth"
"153","marney382_Paddlebridge","LF","1.17.2020","first","Paddlebridge","31","sa","yes1","","","","","","","1","PB025","","","","","","","","no","","yes","NA","NA","NA","NA","NA",1800000,"yes","","","marney382_Paddlebridge_LF","2.21.2020","second","Paddlebridge","22","sa","yes2","","","","","","","2","PB042","","","","","","","","no","","yes","NA","NA","NA","NA","NA",4100000,"yes","","","marney382_Paddlebridge_LF","3.20.2020","third","Paddlebridge","25","sa","yes2","","","","","","","2","PB086","","","","","","","","no","","yes","NA","NA","NA","NA","NA",2100000,"yes","","","marney382_Paddlebridge_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","marney382_Paddlebridge_LF_fourth"
"154","165_Glennview","LH","1.14.2020","first","Glennview","6","sa","yes2","","","","","","","2","GV008","","","","","","","","no","","yes","NA","NA","NA","NA","NA",1900000,"yes","","","165_Glennview_LH","2.19.2020","second","Glennview","23","sa","yes2","","","","","","","2","GV079","","","","","","","","no","","yes","NA","NA","NA","NA","NA",1e+06,"yes","","","165_Glennview_LH","3.19.2020","third","Glennview","8","sa","yes2","","","","","","","2","GV113","","","","","","","","no","","yes","NA","NA","NA","NA","NA",2400000,"yes","","","165_Glennview_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","165_Glennview_LH_fourth"
"155","applecore_Butterworks","RF","1.2.2020","first","Butterworks","30","sa","yes2","","","","","","","2","BW058","","","","","","","","no","","yes","NA","NA","NA","NA","NA",3800000,"yes","","","applecore_Butterworks_RF","2.4.2020","second","Butterworks","33","sa","yes2","","","","","","","2","BW109","","","","","","","","no","","yes","NA","NA","NA","NA","NA",4400000,"yes","","","applecore_Butterworks_RF","3.3.2020","third","Butterworks","33","sa","yes2","","","","","","","2","BW158","","","","","","","","no","","yes","NA","NA","NA","NA","NA",2700000,"yes","","","applecore_Butterworks_RF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","applecore_Butterworks_RF_fourth"
"156","ferrari28_Paddlebridge","RH","1.17.2020","first","Paddlebridge","13","strep","yes1","","","","","","","1","PB006","","","","","","","","no","","yes","NA","NA","NA","NA","NA",2900000,"yes","","","ferrari28_Paddlebridge_RH","2.21.2020","second","Paddlebridge","15","strep","yes2","","","","","","","2","PB035","","","","","","","","no","","yes","NA","NA","NA","NA","NA",2800000,"yes","","","ferrari28_Paddlebridge_RH","3.20.2020","third","Paddlebridge","17","strep","yes2","","","","","","","2","PB075","","","","","","","","no","","yes","NA","NA","NA","NA","NA",3100000,"yes","","","ferrari28_Paddlebridge_RH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","ferrari28_Paddlebridge_RH_fourth"
"157","shania291_Paddlebridge","LF","1.17.2020","first","Paddlebridge","23","sa","yes2","","","","","","","2","PB015","","","","","","","","no","","yes","NA","NA","NA","NA","NA",4200000,"yes","","","shania291_Paddlebridge_LF","2.21.2020","second","Paddlebridge","25","sa","yes1","","","","","","","1","PB050","","","","","","","","no","","yes","NA","NA","NA","NA","NA",6400000,"yes","","","shania291_Paddlebridge_LF","3.20.2020","third","Paddlebridge","26","sa","yes1","","","","","","","1","PB089","","","","","","","","no","","yes","NA","NA","NA","NA","NA",3200000,"yes","","","shania291_Paddlebridge_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","shania291_Paddlebridge_LF_fourth"
