sort_4.24,any_farm,cow_id,quarter,cowid_quarter,cow_id_quarter_visit,lactation,date,visit,farm,order,path_1,path1_imi,path_2,path2_imi,path_3,path3_imi,path_4,path4_imi,quarter_code,isolate_1,path_1_maldi_final_id,fix_1,isolate_2,path_2_maldi_final_id,fix_2,isolate_3,path_3_maldi_final_id,fix_3,isolate_4,path_4_maldi_final_id,fix_4,clinical,blind,teatinj,pstmilking,mixed_inf_series,dup_not_collected,imi_series,hygiene_scorer_1,hygiene_1,hygiene_scorer_2,hygiene_2,scc,contam,contam_comment,dup_a_cfu_count,dup_b_cfu_count,more_than_2_org_present,actually_disclude,disclude_can't_determine_status,disclude_blind,disclude_dupmissing,disclude_samplingerror,disclude_contam,IMI_NAS_or_MAM,IMI_NAS_only,IMI_S_chromogenes,IMI_S_haemolyticus,IMI_S_simulans,IMI_S_equorum,IMI_S_agnetis,IMI_S_devriesei,IMI_S_warneri,IMI_S_xylosus,IMI_M_sciuri,IMI_S_auricularis,IMI_S_capitis,IMI_S_cohnii,IMI_S_epidermidis,IMI_M_fleurettii,IMI_S_gallinarum,IMI_S_hominis,IMI_S_pseudintermedius,IMI_S_saprophyticus,IMI_S_succinus,IMI_S_hyicus,IMI_M_vitilinus,IMI_2014env,IMI_2014opp,IMI_2014host,IMI_2017rel,IMI_2017host,IMI_2017env,quarter_position_dup,lactation_dup,lact_grp,first_DIM,first_hygiene_pick_one,farm_hygiene_avg,facility_type,bedding_facility_combo,bedding_material,pred_breed,herd_size,herd_size_cat,rolling_herd_avg,sel_feed,air_quality_prod,age_fac,lying_surface,bp_fed_on_pack,bp_num_cows_on_pack,bp_pack_area,bp_cow_density,bp_stock_dens_perc,wood_dried,wood_storage,bedding_conditioner,freq_add_new_bedding_stall_wk,freq_stall_scraping_wk,depth_bedding_stalls,bp_freq_tilling_wk,bp_depth_tilled_in,bp_attentiveness,bp_bedding_depth,milking_sys,forestrip,towel_num,gloves,mast_det_recc,mast_record,culture_mast,culture_scc,culture_fresh,culture_dry,culture_loc,dry_prod,sel_supp,ind_hygiene_a,ind_hygiene_b,ind_hygiene_avg
610,Lynd,lioness_Lynd,LF,lioness_Lynd_LF,lioness_Lynd_LF_second,3,1.30.2020,second,Lynd,26,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LF,3,third,47,NA,NA,BP,BP_SH,SH,Other,105,81_105,13000,n,excellent,10,deep,n,90,459.4,5.1,1.82,fresh_raw,outside_uncovered,n,NA,NA,NA,7,61,0.9,1.4,parlor,y,one,all,y,always,always,always,issue,sometimes_issue,onfarm,n,reg,NA,NA,NA
611,Lynd,zoe_Lynd,LH,zoe_Lynd_LH,zoe_Lynd_LH_second,3,1.30.2020,second,Lynd,22,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LH,3,third,67,NA,NA,BP,BP_SH,SH,Other,105,81_105,13000,n,excellent,10,deep,n,90,459.4,5.1,1.82,fresh_raw,outside_uncovered,n,NA,NA,NA,7,61,0.9,1.4,parlor,y,one,all,y,always,always,always,issue,sometimes_issue,onfarm,n,reg,NA,NA,NA
612,Lynd,lilac_Lynd,LF,lilac_Lynd_LF,lilac_Lynd_LF_second,3,1.30.2020,second,Lynd,28,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LF,3,third,93,NA,NA,BP,BP_SH,SH,Other,105,81_105,13000,n,excellent,10,deep,n,90,459.4,5.1,1.82,fresh_raw,outside_uncovered,n,NA,NA,NA,7,61,0.9,1.4,parlor,y,one,all,y,always,always,always,issue,sometimes_issue,onfarm,n,reg,NA,NA,NA
613,Lynd,lilac_Lynd,LH,lilac_Lynd_LH,lilac_Lynd_LH_second,3,1.30.2020,second,Lynd,28,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LH,3,third,93,NA,NA,BP,BP_SH,SH,Other,105,81_105,13000,n,excellent,10,deep,n,90,459.4,5.1,1.82,fresh_raw,outside_uncovered,n,NA,NA,NA,7,61,0.9,1.4,parlor,y,one,all,y,always,always,always,issue,sometimes_issue,onfarm,n,reg,NA,NA,NA
614,Lynd,webster_Lynd,RH,webster_Lynd_RH,webster_Lynd_RH_second,1,1.30.2020,second,Lynd,19,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RH,1,first,93,NA,NA,BP,BP_SH,SH,Other,105,81_105,13000,n,excellent,10,deep,n,90,459.4,5.1,1.82,fresh_raw,outside_uncovered,n,NA,NA,NA,7,61,0.9,1.4,parlor,y,one,all,y,always,always,always,issue,sometimes_issue,onfarm,n,reg,NA,NA,NA
615,Lynd,life_Lynd,RH,life_Lynd_RH,life_Lynd_RH_second,2,1.30.2020,second,Lynd,6,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RH,2,second,99,NA,NA,BP,BP_SH,SH,Other,105,81_105,13000,n,excellent,10,deep,n,90,459.4,5.1,1.82,fresh_raw,outside_uncovered,n,NA,NA,NA,7,61,0.9,1.4,parlor,y,one,all,y,always,always,always,issue,sometimes_issue,onfarm,n,reg,NA,NA,NA
616,Lynd,fresno_Lynd,LF,fresno_Lynd_LF,fresno_Lynd_LF_second,6,1.30.2020,second,Lynd,36,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LF,6,fourth_plus,113,NA,NA,BP,BP_SH,SH,Other,105,81_105,13000,n,excellent,10,deep,n,90,459.4,5.1,1.82,fresh_raw,outside_uncovered,n,NA,NA,NA,7,61,0.9,1.4,parlor,y,one,all,y,always,always,always,issue,sometimes_issue,onfarm,n,reg,NA,NA,NA
617,Lynd,fresno_Lynd,RF,fresno_Lynd_RF,fresno_Lynd_RF_second,6,1.30.2020,second,Lynd,36,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RF,6,fourth_plus,113,NA,NA,BP,BP_SH,SH,Other,105,81_105,13000,n,excellent,10,deep,n,90,459.4,5.1,1.82,fresh_raw,outside_uncovered,n,NA,NA,NA,7,61,0.9,1.4,parlor,y,one,all,y,always,always,always,issue,sometimes_issue,onfarm,n,reg,NA,NA,NA
618,Lynd,krone_Lynd,LH,krone_Lynd_LH,krone_Lynd_LH_second,2,1.30.2020,second,Lynd,18,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LH,2,second,116,NA,NA,BP,BP_SH,SH,Other,105,81_105,13000,n,excellent,10,deep,n,90,459.4,5.1,1.82,fresh_raw,outside_uncovered,n,NA,NA,NA,7,61,0.9,1.4,parlor,y,one,all,y,always,always,always,issue,sometimes_issue,onfarm,n,reg,NA,NA,NA
619,Lynd,wmca_Lynd,RF,wmca_Lynd_RF,wmca_Lynd_RF_second,2,1.30.2020,second,Lynd,15,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RF,2,second,196,NA,NA,BP,BP_SH,SH,Other,105,81_105,13000,n,excellent,10,deep,n,90,459.4,5.1,1.82,fresh_raw,outside_uncovered,n,NA,NA,NA,7,61,0.9,1.4,parlor,y,one,all,y,always,always,always,issue,sometimes_issue,onfarm,n,reg,NA,NA,NA
620,Lynd,wmca_Lynd,RH,wmca_Lynd_RH,wmca_Lynd_RH_second,2,1.30.2020,second,Lynd,15,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RH,2,second,196,NA,NA,BP,BP_SH,SH,Other,105,81_105,13000,n,excellent,10,deep,n,90,459.4,5.1,1.82,fresh_raw,outside_uncovered,n,NA,NA,NA,7,61,0.9,1.4,parlor,y,one,all,y,always,always,always,issue,sometimes_issue,onfarm,n,reg,NA,NA,NA
621,Lynd,chive_Lynd,RF,chive_Lynd_RF,chive_Lynd_RF_second,5,1.30.2020,second,Lynd,25,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RF,5,fourth_plus,207,NA,NA,BP,BP_SH,SH,Other,105,81_105,13000,n,excellent,10,deep,n,90,459.4,5.1,1.82,fresh_raw,outside_uncovered,n,NA,NA,NA,7,61,0.9,1.4,parlor,y,one,all,y,always,always,always,issue,sometimes_issue,onfarm,n,reg,NA,NA,NA
622,Lynd,chartreuse_Lynd,RH,chartreuse_Lynd_RH,chartreuse_Lynd_RH_second,3,1.30.2020,second,Lynd,13,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RH,3,third,234,NA,NA,BP,BP_SH,SH,Other,105,81_105,13000,n,excellent,10,deep,n,90,459.4,5.1,1.82,fresh_raw,outside_uncovered,n,NA,NA,NA,7,61,0.9,1.4,parlor,y,one,all,y,always,always,always,issue,sometimes_issue,onfarm,n,reg,NA,NA,NA
623,Lynd,minigolf_Lynd,LH,minigolf_Lynd_LH,minigolf_Lynd_LH_second,1,1.30.2020,second,Lynd,17,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LH,1,first,270,NA,NA,BP,BP_SH,SH,Other,105,81_105,13000,n,excellent,10,deep,n,90,459.4,5.1,1.82,fresh_raw,outside_uncovered,n,NA,NA,NA,7,61,0.9,1.4,parlor,y,one,all,y,always,always,always,issue,sometimes_issue,onfarm,n,reg,NA,NA,NA
624,Lynd,minigolf_Lynd,RF,minigolf_Lynd_RF,minigolf_Lynd_RF_second,1,1.30.2020,second,Lynd,17,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RF,1,first,270,NA,NA,BP,BP_SH,SH,Other,105,81_105,13000,n,excellent,10,deep,n,90,459.4,5.1,1.82,fresh_raw,outside_uncovered,n,NA,NA,NA,7,61,0.9,1.4,parlor,y,one,all,y,always,always,always,issue,sometimes_issue,onfarm,n,reg,NA,NA,NA
625,Lynd,faith_Lynd,LF,faith_Lynd_LF,faith_Lynd_LF_second,4,1.30.2020,second,Lynd,8,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LF,4,fourth_plus,40,NA,NA,BP,BP_SH,SH,Other,105,81_105,13000,n,excellent,10,deep,n,90,459.4,5.1,1.82,fresh_raw,outside_uncovered,n,NA,NA,NA,7,61,0.9,1.4,parlor,y,one,all,y,always,always,always,issue,sometimes_issue,onfarm,n,reg,NA,NA,NA
626,Lynd,faith_Lynd,RF,faith_Lynd_RF,faith_Lynd_RF_second,4,1.30.2020,second,Lynd,8,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RF,4,fourth_plus,40,NA,NA,BP,BP_SH,SH,Other,105,81_105,13000,n,excellent,10,deep,n,90,459.4,5.1,1.82,fresh_raw,outside_uncovered,n,NA,NA,NA,7,61,0.9,1.4,parlor,y,one,all,y,always,always,always,issue,sometimes_issue,onfarm,n,reg,NA,NA,NA
627,Swallowdale,gigi_Swallowdale,LF,gigi_Swallowdale_LF,gigi_Swallowdale_LF_second,1,1.22.2020,second,Swallowdale,35,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,NA,NA,NA,5000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LF,1,first,148,NA,1.4,BP,BP_WF,WC_FI,Other,82,81_105,14574,n,poor_fair,52,deep,n,80,535.12128,6.689016,1.388844039,fresh_raw,outside_uncovered,n,NA,NA,NA,0,NA,0.9,1.5,parlor,y,one,all,n,sometimes_temp,never,never,never,never,never,n,reg,NA,NA,NA
628,Swallowdale,gigi_Swallowdale,LH,gigi_Swallowdale_LH,gigi_Swallowdale_LH_second,1,1.22.2020,second,Swallowdale,35,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,NA,NA,NA,12000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LH,1,first,148,NA,1.4,BP,BP_WF,WC_FI,Other,82,81_105,14574,n,poor_fair,52,deep,n,80,535.12128,6.689016,1.388844039,fresh_raw,outside_uncovered,n,NA,NA,NA,0,NA,0.9,1.5,parlor,y,one,all,n,sometimes_temp,never,never,never,never,never,n,reg,NA,NA,NA
629,Swallowdale,gigi_Swallowdale,RF,gigi_Swallowdale_RF,gigi_Swallowdale_RF_second,1,1.22.2020,second,Swallowdale,35,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,NA,NA,NA,26000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RF,1,first,148,NA,1.4,BP,BP_WF,WC_FI,Other,82,81_105,14574,n,poor_fair,52,deep,n,80,535.12128,6.689016,1.388844039,fresh_raw,outside_uncovered,n,NA,NA,NA,0,NA,0.9,1.5,parlor,y,one,all,n,sometimes_temp,never,never,never,never,never,n,reg,NA,NA,NA
630,BJ,670_BJ,LF,670_BJ_LF,670_BJ_LF_third,5,2.26.2020,third,BJ,10,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,1,c,1,22000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LF,5,fourth_plus,217,1,2.5,TS,TS_SH,SH,Holstein,61,61_80,15500,y,good,49,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,14,35,3.81,NA,NA,NA,NA,tiestall,y,dep_two,no_some,y,never,never,never,never,never,never,y,occ,1,1,1
631,BJ,670_BJ,RF,670_BJ_RF,670_BJ_RF_third,5,2.26.2020,third,BJ,10,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,1,c,1,22000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RF,5,fourth_plus,217,1,2.5,TS,TS_SH,SH,Holstein,61,61_80,15500,y,good,49,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,14,35,3.81,NA,NA,NA,NA,tiestall,y,dep_two,no_some,y,never,never,never,never,never,never,y,occ,1,1,1
632,Swallowdale,sparky_Swallowdale,LH,sparky_Swallowdale_LH,sparky_Swallowdale_LH_third,2,2.28.2020,third,Swallowdale,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LH,2,second,106,1,1.4,BP,BP_WF,WC_FI,Other,82,81_105,14574,n,poor_fair,52,deep,n,80,535.12128,6.689016,1.388844039,fresh_raw,outside_uncovered,n,NA,NA,NA,0,NA,0.9,1.5,parlor,y,one,all,n,sometimes_temp,never,never,never,never,never,n,reg,NA,NA,NA
633,Swallowdale,skyler_Swallowdale,RH,skyler_Swallowdale_RH,skyler_Swallowdale_RH_third,5,2.28.2020,third,Swallowdale,35,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RH,5,fourth_plus,118,1,1.4,BP,BP_WF,WC_FI,Other,82,81_105,14574,n,poor_fair,52,deep,n,80,535.12128,6.689016,1.388844039,fresh_raw,outside_uncovered,n,NA,NA,NA,0,NA,0.9,1.5,parlor,y,one,all,n,sometimes_temp,never,never,never,never,never,n,reg,NA,NA,NA
634,Swallowdale,denise_Swallowdale,RF,denise_Swallowdale_RF,denise_Swallowdale_RF_third,4,2.28.2020,third,Swallowdale,22,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RF,4,fourth_plus,137,1,1.4,BP,BP_WF,WC_FI,Other,82,81_105,14574,n,poor_fair,52,deep,n,80,535.12128,6.689016,1.388844039,fresh_raw,outside_uncovered,n,NA,NA,NA,0,NA,0.9,1.5,parlor,y,one,all,n,sometimes_temp,never,never,never,never,never,n,reg,NA,NA,NA
635,Swallowdale,29_Swallowdale,RH,29_Swallowdale_RH,29_Swallowdale_RH_third,7,2.28.2020,third,Swallowdale,9,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RH,7,fourth_plus,270,1,1.4,BP,BP_WF,WC_FI,Other,82,81_105,14574,n,poor_fair,52,deep,n,80,535.12128,6.689016,1.388844039,fresh_raw,outside_uncovered,n,NA,NA,NA,0,NA,0.9,1.5,parlor,y,one,all,n,sometimes_temp,never,never,never,never,never,n,reg,NA,NA,NA
636,Butterworks,aurora_Butterworks,LF,aurora_Butterworks_LF,aurora_Butterworks_LF_third,7,3.3.2020,third,Butterworks,22,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,2,c,1,7000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LF,7,fourth_plus,13,1,2,BP,BP_WF,WC_FI,Jersey,44,44_60,11794,y,poor_fair,10,deep,y,44,339.653368,7.7,1.025974026,fresh_raw,NA,y,NA,NA,NA,0,NA,0.7,1.7,tiestall,n,one,all,y,always,sometimes,never,never,never,vet,n,no,2,1,1.5
637,OughtaBe,kandykorn_OughtaBe,RH,kandykorn_OughtaBe_RH,kandykorn_OughtaBe_RH_third,3,3.12.2020,third,OughtaBe,16,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,1,c,1,3000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RH,3,third,157,1,2.3,TS,TS_SH,SH,Jersey,70,61_80,13500,n,poor_fair,64,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,28,28,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,never,sometimes,sometimes,never,never,ref,n,reg,1,1,1
638,vonTrapp,alma_vonTrapp,RH,alma_vonTrapp_RH,alma_vonTrapp_RH_third,2,3.10.2020,third,vonTrapp,11,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,1,c,1,2000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RH,2,second,107,2,2.2,TS,TS_SH,SH,Other,55,44_60,10675,y,good,116,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,7,14,2.5,NA,NA,NA,NA,tiestall,y,one,all,y,always,sometimes,sometimes,always,never,onfarm,n,no,1,1,1
639,BJ,733_BJ,RH,733_BJ_RH,733_BJ_RH_third,2,2.26.2020,third,BJ,21,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,1,c,1,17000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RH,2,second,156,2,2.5,TS,TS_SH,SH,Holstein,61,61_80,15500,y,good,49,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,14,35,3.81,NA,NA,NA,NA,tiestall,y,dep_two,no_some,y,never,never,never,never,never,never,y,occ,1,1,1
640,Choiniere,23_Choiniere,LH,23_Choiniere_LH,23_Choiniere_LH_third,2,2.17.2020,third,Choiniere,24,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,NA,NA,4000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LH,2,second,193,1,2.1,BP,BP_WF,WC_FI,Holstein,82,81_105,12000,y,poor_fair,15,deep,y,55,562.8528255,10.23368774,0.907786151,fresh_raw,NA,y,NA,NA,NA,3.5,10.16,1,1.2,tiestall,n,one,no_some,y,never,never,never,never,never,never,n,no,2,NA,2
641,Choiniere,23_Choiniere,LF,23_Choiniere_LF,23_Choiniere_LF_third,2,2.17.2020,third,Choiniere,24,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,NA,NA,2000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LF,2,second,193,1,2.1,BP,BP_WF,WC_FI,Holstein,82,81_105,12000,y,poor_fair,15,deep,y,55,562.8528255,10.23368774,0.907786151,fresh_raw,NA,y,NA,NA,NA,3.5,10.16,1,1.2,tiestall,n,one,no_some,y,never,never,never,never,never,never,n,no,2,NA,2
