,,cow_id,quarter,1_date,1_visit,1_farm,1_order,1_path_1,1_path1_imi,1_path_2,1_path2_imi,1_path_3,1_path3_imi,1_path_4,1_path4_imi,1_quarter_code,1_isolate_1,1_path_1_maldi_final_id,1_fix_1,1_isolate_2,1_path_2_maldi_final_id,1_fix_2,1_isolate_3,1_path_3_maldi_final_id,1_fix_3,1_isolate_4,1_path_4_maldi_final_id,1_fix_4,1_clinical,1_blind,1_teatinj,1_pstmilking,1_mixed_inf_series,1_dup_not_collected,1_imi_series,1_hygiene_scorer_1,1_hygiene_1,1_hygiene_scorer_2,1_hygiene_2,1_cc_1,1_cc_2,1_cc_3,1_scc,1_contam,1_contam_comment,1_dup_a_cfu_count,1_dup_b_cfu_count,1_more_than_2_org_present,2_date,2_visit,2_farm,2_order,2_path_1,2_path1_imi,2_path_2,2_path2_imi,2_path_3,2_path3_imi,2_path_4,2_path4_imi,2_quarter_code,2_isolate_1,2_path_1_maldi_final_id,2_fix_1,2_isolate_2,2_path_2_maldi_final_id,2_fix_2,2_isolate_3,2_path_3_maldi_final_id,2_fix_3,2_isolate_4,2_path_4_maldi_final_id,2_fix_4,2_clinical,2_blind,2_teatinj,2_pstmilking,2_mixed_inf_series,2_dup_not_collected,2_imi_series,2_hygiene_scorer_1,2_hygiene_1,2_hygiene_scorer_2,2_hygiene_2,2_cc_1,2_cc_2,2_cc_3,2_scc,2_contam,2_contam_comment,2_dup_a_cfu_count,2_dup_b_cfu_count,2_more_than_2_org_present
68,A68,175_Glennview,RH,1.14.2020,first,Glennview,31,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,2,NA,NA,NA,3000,,,,,,2.19.2020,second,Glennview,15,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,1,c,2,NA,NA,NA,5000,,,,,
69,A69,185_Glennview,LF,1.14.2020,first,Glennview,17,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,10000,,,,,,2.19.2020,second,Glennview,25,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,3,c,3,NA,NA,NA,8000,,,,,
70,A70,185_Glennview,LH,1.14.2020,first,Glennview,17,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,24000,,,,,,2.19.2020,second,Glennview,25,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,3,c,3,NA,NA,NA,13000,,,,,
71,A71,185_Glennview,RF,1.14.2020,first,Glennview,17,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,11000,,,,,,2.19.2020,second,Glennview,25,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,3,c,3,NA,NA,NA,12000,,,,,
72,A72,185_Glennview,RH,1.14.2020,first,Glennview,17,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,11000,,,,,,2.19.2020,second,Glennview,25,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,3,c,3,NA,NA,NA,10000,,,,,
73,A73,188_Glennview,LF,1.14.2020,first,Glennview,21,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,23000,yes,,,,,2.19.2020,second,Glennview,19,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,m,3,c,4,NA,NA,NA,15000,,,,,
74,A74,188_Glennview,LH,1.14.2020,first,Glennview,21,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,15000,yes,,,,,2.19.2020,second,Glennview,19,corynebac,yes2,corynebac,other18,,,,,2,gv074,corynebacterium stationis,,gv075,corynebacterium casei,,,,,,,,,,,,no,,yes,m,3,c,4,NA,NA,NA,10000,,,,,yes
75,A75,188_Glennview,RF,1.14.2020,first,Glennview,21,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,16000,,,,,,2.19.2020,second,Glennview,19,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,m,3,c,4,NA,NA,NA,12000,,,,,
76,A76,188_Glennview,RH,1.14.2020,first,Glennview,21,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,10000,,,,,,2.19.2020,second,Glennview,19,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,m,3,c,4,NA,NA,NA,31000,,,,,
77,A77,19_Choiniere,LF,12.11.2019,first,Choiniere,7,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,j,2,c,3,NA,NA,NA,6000,,,,,,1.21.2020,second,Choiniere,28,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,4000,,,,,
78,A78,19_Choiniere,LH,12.11.2019,first,Choiniere,7,corynebac,yes2,,,,,,,2,cf017,corynebacterium variabile,,,,,,,,,,,,,,,no,,yes,j,2,c,3,NA,NA,NA,3000,,,4,6,,1.21.2020,second,Choiniere,28,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,3000,,,,,
79,A79,19_Choiniere,RF,12.11.2019,first,Choiniere,7,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,j,2,c,3,NA,NA,NA,3000,yes,strep+cns,,,,1.21.2020,second,Choiniere,28,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,0,,,,,
80,A80,19_Choiniere,RH,12.11.2019,first,Choiniere,7,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,3,NA,NA,NA,4000,,,,,,1.21.2020,second,Choiniere,28,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,2000,,,,,
81,A81,190_Glennview,LF,1.14.2020,first,Glennview,22,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,9000,,,,,,2.19.2020,second,Glennview,26,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,2,c,2,NA,NA,NA,12000,,,,,
82,A82,190_Glennview,LH,1.14.2020,first,Glennview,22,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,16000,,,,,,2.19.2020,second,Glennview,26,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,m,2,c,2,NA,NA,NA,12000,,,,,
83,A83,190_Glennview,RF,1.14.2020,first,Glennview,22,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,11000,,,,,,2.19.2020,second,Glennview,26,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,2,c,2,NA,NA,NA,11000,,,,,
84,A84,190_Glennview,RH,1.14.2020,first,Glennview,22,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,14000,,,,,,2.19.2020,second,Glennview,26,corynebac,yes2,,,,,,,2,gv084,corynebacterium casei,,,,,,,,,,,,,,,no,,yes,m,2,c,2,NA,NA,NA,17000,,,6,2,
85,A85,192_Glennview,LF,1.14.2020,first,Glennview,16,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,12000,,,,,,2.19.2020,second,Glennview,31,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,m,2,c,3,NA,NA,NA,20000,,,,,
86,A86,192_Glennview,LH,1.14.2020,first,Glennview,16,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,12000,,,,,,2.19.2020,second,Glennview,31,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,m,2,c,3,NA,NA,NA,23000,,,,,
87,A87,192_Glennview,RF,1.14.2020,first,Glennview,16,cns,yes2,,,,,,,2,gv027,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,2,c,2,NA,NA,NA,300000,,,50,50,,2.19.2020,second,Glennview,31,cns,yes2,,,,,,,2,gv090,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,m,2,c,3,NA,NA,NA,130000,,,50,50,
88,A88,192_Glennview,RH,1.14.2020,first,Glennview,16,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,13000,,,,,,2.19.2020,second,Glennview,31,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,2,c,3,NA,NA,NA,17000,,,,,
89,A89,193_Glennview,LF,1.14.2020,first,Glennview,10,cns,yes2,,,,,,,2,gv020,staphylococcus equorum,yes_from_?_to_cns,,,,,,,,,,,,,,no,,yes,j,4,c,4,NA,NA,NA,3000,,,8,20,,2.19.2020,second,Glennview,7,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,3,c,3,NA,NA,NA,3000,,,,,
90,A90,193_Glennview,LH,1.14.2020,first,Glennview,10,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,j,4,c,4,NA,NA,NA,7000,yes,5 strep/10 corynebac/2 cns,,,,2.19.2020,second,Glennview,7,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,3,c,3,NA,NA,NA,4000,,,,,
91,A91,193_Glennview,RF,1.14.2020,first,Glennview,10,corynebac,yes1,,,,,,,1,gv022,corynebacterium species,,,,,,,,,,,,,,,no,,yes,j,4,c,4,NA,NA,NA,3000,,,4,10,,2.19.2020,second,Glennview,7,corynebac,yes1,,,,,,,1,gv058,corynebacterium casei,,,,,,,,,,,,,,,no,,yes,m,3,c,3,NA,NA,NA,2000,,,12,1,
92,A92,193_Glennview,RH,1.14.2020,first,Glennview,10,corynebac,yes2,,,,,,,2,gv021,corynebacterium stationis,,,,,,,,,,,,,,,no,,yes,j,4,c,4,NA,NA,NA,2000,,,2,2,,2.19.2020,second,Glennview,7,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,m,3,c,3,NA,NA,NA,2000,,,,,
93,A93,194_Glennview,LF,1.14.2020,first,Glennview,32,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,4000,,,,,,2.19.2020,second,Glennview,6,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,2,c,2,NA,NA,NA,5000,,,,,
94,A94,194_Glennview,LH,1.14.2020,first,Glennview,32,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,11000,,,,,,2.19.2020,second,Glennview,6,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,2,c,2,NA,NA,NA,13000,,,,,
95,A95,194_Glennview,RF,1.14.2020,first,Glennview,32,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,6000,,,,,,2.19.2020,second,Glennview,6,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,2,c,2,NA,NA,NA,10000,,,,,
96,A96,194_Glennview,RH,1.14.2020,first,Glennview,32,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,6000,,,,,,2.19.2020,second,Glennview,6,strep,yes27,corynebac,yes27,,,,,27,gv056,aerococcus viridans,no_sslo,gv057,corynebacterium stationis,,,,,,,,,,,,yes,,yes,m,2,c,2,NA,NA,NA,10000,,,,,yes
97,A97,198_Glennview,LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19.2020,second,Glennview,35,cns,yes2,,,,,,,2,gv098,staphylococcus saprophyticus,,,,,,,,,,,,,,,no,,yes,m,1,c,1,NA,NA,NA,4000,,,2,1,
98,A98,198_Glennview,LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19.2020,second,Glennview,35,cns,yes2,,,,,,,2,gv097,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,m,1,c,1,NA,NA,NA,66000,,,tntc,tntc,
99,A99,198_Glennview,RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19.2020,second,Glennview,35,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,1,c,1,NA,NA,NA,53000,,,,,
100,A100,198_Glennview,RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19.2020,second,Glennview,35,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,m,1,c,1,NA,NA,NA,9000,,,,,
101,A101,199_Glennview,LF,1.14.2020,first,Glennview,11,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,3,c,2,NA,NA,NA,8000,,,,,,2.19.2020,second,Glennview,32,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,1,c,2,NA,NA,NA,4000,,,,,
102,A102,199_Glennview,LH,1.14.2020,first,Glennview,11,cns,yes2,,,,,,,2,gv023,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,3,c,2,NA,NA,NA,120000,,,tntc,tntc,,2.19.2020,second,Glennview,32,cns,yes2,,,,,,,2,gv091,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,m,1,c,2,NA,NA,NA,40000,,,tntc,30,
103,A103,199_Glennview,RF,1.14.2020,first,Glennview,11,strep,yes2,,,,,,,2,gv025,streptococcus uberis,,,,,,,,,,,,,,,no,,yes,j,3,c,2,NA,NA,NA,6300000,,,tntc,tntc,,2.19.2020,second,Glennview,32,strep,yes2,,,,,,,2,gv093,streptococcus uberis,yes_from_?_to_strep,,,,,,,,,,,,,,no,,yes,m,1,c,2,NA,NA,NA,6300000,,,tntc,tntc,
104,A104,199_Glennview,RH,1.14.2020,first,Glennview,11,cns,yes2,,,,,,,2,gv024,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,3,c,2,NA,NA,NA,190000,,,tntc,tntc,,2.19.2020,second,Glennview,32,cns,yes2,,,,,,,2,gv092,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,m,1,c,2,NA,NA,NA,79000,,,cont,cont,
105,A105,200_Glennview,LF,1.14.2020,first,Glennview,30,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,j,1,c,2,NA,NA,NA,21000,,,,,,2.19.2020,second,Glennview,10,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,3,c,2,NA,NA,NA,11000,,,,,
106,A106,200_Glennview,LH,1.14.2020,first,Glennview,30,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,2,NA,NA,NA,17000,,,,,,2.19.2020,second,Glennview,10,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,m,3,c,2,NA,NA,NA,21000,,,,,
107,A107,200_Glennview,RF,1.14.2020,first,Glennview,30,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,2,NA,NA,NA,11000,,,,,,2.19.2020,second,Glennview,10,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,m,3,c,2,NA,NA,NA,11000,,,,,
108,A108,200_Glennview,RH,1.14.2020,first,Glennview,30,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,j,1,c,2,NA,NA,NA,15000,,,,,,2.19.2020,second,Glennview,10,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,3,c,2,NA,NA,NA,13000,,,,,
109,A109,201_Glennview,LF,1.14.2020,first,Glennview,4,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,7000,,,,,,2.19.2020,second,Glennview,12,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,m,2,c,2,NA,NA,NA,6000,,,,,
110,A110,201_Glennview,LH,1.14.2020,first,Glennview,4,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,84000,,,,,,2.19.2020,second,Glennview,12,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,2,c,2,NA,NA,NA,71000,,,,,
111,A111,201_Glennview,RF,1.14.2020,first,Glennview,4,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,5000,,,,,,2.19.2020,second,Glennview,12,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,m,2,c,2,NA,NA,NA,4000,,,,,
112,A112,201_Glennview,RH,1.14.2020,first,Glennview,4,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,6000,,,,,,2.19.2020,second,Glennview,12,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,m,2,c,2,NA,NA,NA,12000,yes,,,,
113,A113,203_Glennview,LF,1.14.2020,first,Glennview,2,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,3,c,3,NA,NA,NA,2000,,,,,,2.19.2020,second,Glennview,16,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,2,c,3,NA,NA,NA,6000,,,,,
114,A114,203_Glennview,LH,1.14.2020,first,Glennview,2,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,3,c,3,NA,NA,NA,2000,,,,,,2.19.2020,second,Glennview,16,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,2,c,3,NA,NA,NA,8000,,,,,
115,A115,203_Glennview,RF,1.14.2020,first,Glennview,2,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,j,3,c,3,NA,NA,NA,8000,,,,,,2.19.2020,second,Glennview,16,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,2,c,3,NA,NA,NA,5000,,,,,
116,A116,203_Glennview,RH,1.14.2020,first,Glennview,2,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,j,3,c,3,NA,NA,NA,0,yes,cns dominates,,,,2.19.2020,second,Glennview,16,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,2,c,3,NA,NA,NA,7000,,,,,
117,A117,204_Glennview,LF,1.14.2020,first,Glennview,14,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,4000,,,,,,2.19.2020,second,Glennview,29,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,2,c,2,NA,NA,NA,6000,,,,,
118,A118,204_Glennview,LH,1.14.2020,first,Glennview,14,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,13000,,,,,,2.19.2020,second,Glennview,29,kocuria,yes2,,,,,,,2,gv088,kocuria palustris,yes_from_cns_to_kocuria,,,,,,,,,,,,,,no,,yes,m,2,c,2,NA,NA,NA,4000,,,2,1,
119,A119,204_Glennview,RF,1.14.2020,first,Glennview,14,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,4000,,,,,,2.19.2020,second,Glennview,29,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,m,2,c,2,NA,NA,NA,0,,,,,
120,A120,204_Glennview,RH,1.14.2020,first,Glennview,14,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,3000,,,,,,2.19.2020,second,Glennview,29,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,m,2,c,2,NA,NA,NA,5000,,,,,
121,A121,205_Glennview,LF,1.14.2020,first,Glennview,35,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,c,3,NA,NA,NA,3000,,,,,,2.19.2020,second,Glennview,4,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,m,3,c,2,NA,NA,NA,2000,,,,,
122,A122,205_Glennview,LH,1.14.2020,first,Glennview,35,cns,yes2,,,,,,,2,gv047,isolate_died,,,,,,,,,,,,,,,no,,yes,j,3,c,3,NA,NA,NA,63000,,,32,30,,2.19.2020,second,Glennview,4,cns,other12,,,,,,,12,gv052,staphylococcus chromogenes,,,,,,,,,,,,,,,,,no,m,3,c,2,NA,NA,NA,76000,,,cont,cont,
123,A123,205_Glennview,RF,1.14.2020,first,Glennview,35,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,j,3,c,3,NA,NA,NA,4000,,,,,,2.19.2020,second,Glennview,4,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,m,3,c,2,NA,NA,NA,6000,yes,,,,
124,A124,205_Glennview,RH,1.14.2020,first,Glennview,35,cns,yes2,,,,,,,2,gv048,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,3,c,3,NA,NA,NA,22000,,,36,50,,2.19.2020,second,Glennview,4,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,m,3,c,2,NA,NA,NA,36000,yes,,,,
125,A125,206_Glennview,LF,1.14.2020,first,Glennview,5,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,2,NA,NA,NA,5000,,,,,,2.19.2020,second,Glennview,21,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,m,1,c,1,NA,NA,NA,6000,,,,,
126,A126,206_Glennview,LH,1.14.2020,first,Glennview,5,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,j,1,c,2,NA,NA,NA,8000,,,,,,2.19.2020,second,Glennview,21,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,m,1,c,1,NA,NA,NA,8000,,,,,
127,A127,206_Glennview,RF,1.14.2020,first,Glennview,5,corynebac,yes2,,,,,,,2,gv007,corynebacterium xerosis,,,,,,,,,,,,,,,no,,yes,j,1,c,2,NA,NA,NA,4000,,,1,1,,2.19.2020,second,Glennview,21,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,1,c,1,NA,NA,NA,3000,,,,,
128,A128,206_Glennview,RH,1.14.2020,first,Glennview,5,corynebac,yes2,,,,,,,2,gv006,corynebacterium casei,,,,,,,,,,,,,,,no,,yes,j,1,c,2,NA,NA,NA,4000,,,2,3,,2.19.2020,second,Glennview,21,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,m,1,c,1,NA,NA,NA,4000,,,,,
129,A129,207_Glennview,LF,1.14.2020,first,Glennview,29,corynebac,yes1,,,,,,,1,gv043,corynebacterium casei,,,,,,,,,,,,,,,no,,yes,j,1,c,1,NA,NA,NA,7000,,,7,4,,2.19.2020,second,Glennview,30,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,m,2,c,3,NA,NA,NA,3000,,,,,
130,A130,207_Glennview,LH,1.14.2020,first,Glennview,29,cns,yes2,,,,,,,2,gv042,staphylococcus cohnii,,,,,,,,,,,,,,,no,,yes,j,1,c,1,NA,NA,NA,84000,,,50,11,,2.19.2020,second,Glennview,30,cns,yes1,,,,,,,1,gv089,no id,yes_nochange,,,,,,,,,,,,,,no,,yes,m,2,c,3,NA,NA,NA,66000,,,24,20,
131,A131,207_Glennview,RF,1.14.2020,first,Glennview,29,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,6000,,,,,,2.19.2020,second,Glennview,30,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,m,2,c,3,NA,NA,NA,10000,,,,,
132,A132,207_Glennview,RH,1.14.2020,first,Glennview,29,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,6000,,,,,,2.19.2020,second,Glennview,30,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,2,c,3,NA,NA,NA,2000,,,,,
133,A133,23_Choiniere,LF,12.11.2019,first,Choiniere,19,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,1,NA,NA,NA,2000,,,,,,1.21.2020,second,Choiniere,31,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,5000,,,,,
134,A134,23_Choiniere,LH,12.11.2019,first,Choiniere,19,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,1,NA,NA,NA,3000,,,,,,1.21.2020,second,Choiniere,31,strep,other12,,,,,,,12,cf127,aerococcus viridans,no_sslo,,,,,,,,,,,,,,,,no,j,1,c,1,NA,NA,NA,2000,yes,strep dominates,cont,cont,
135,A135,23_Choiniere,RF,12.11.2019,first,Choiniere,19,cns,yes2,,,,,,,2,cf039,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,2,c,1,NA,NA,NA,76000,,,13,27,,1.21.2020,second,Choiniere,31,cns,other12,,,,,,,12,cf128,staphylococcus chromogenes,,,,,,,,,,,,,,,,,no,j,1,c,1,NA,NA,NA,75000,yes,cns dominates,cont,cont,
136,A136,23_Choiniere,RH,12.11.2019,first,Choiniere,19,,,,,,,,,16,,,,,,,,,,,,,,yes,,,,,,j,2,c,1,NA,NA,NA,NA,,,,,,1.21.2020,second,Choiniere,31,,,,,,,,,16,,,,,,,,,,,,,,yes,,,,,,j,1,c,1,NA,NA,NA,NA,,,,,
137,A137,26_Choiniere,LF,12.11.2019,first,Choiniere,12,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,78000,,,,,,1.21.2020,second,Choiniere,19,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,j,3,c,2,NA,NA,NA,150000,,,,,
138,A138,26_Choiniere,LH,12.11.2019,first,Choiniere,12,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,96000,,,,,,1.21.2020,second,Choiniere,19,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,j,3,c,2,NA,NA,NA,86000,,,,,
139,A139,26_Choiniere,RF,12.11.2019,first,Choiniere,12,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,53000,,,,,,1.21.2020,second,Choiniere,19,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,j,3,c,2,NA,NA,NA,120000,,,,,
140,A140,26_Choiniere,RH,12.11.2019,first,Choiniere,12,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,181000,,,,,,1.21.2020,second,Choiniere,19,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,j,3,c,2,NA,NA,NA,250000,yes,strep+coryne+cns,,,
141,A141,27_Choiniere,LF,12.11.2019,first,Choiniere,2,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,48000,,,,,,1.21.2020,second,Choiniere,21,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,23000,,,,,
142,A142,27_Choiniere,LH,12.11.2019,first,Choiniere,2,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,64000,,,,,,1.21.2020,second,Choiniere,21,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,84000,,,,,
143,A143,27_Choiniere,RF,12.11.2019,first,Choiniere,2,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,64000,,,,,,1.21.2020,second,Choiniere,21,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,28000,,,,,
144,A144,27_Choiniere,RH,12.11.2019,first,Choiniere,2,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,501000,,,,,,1.21.2020,second,Choiniere,21,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,400000,,,,,
